,Unnamed: 0,tic,high,low,open,close,volume,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence,date
31,31,BVH,0.146428571,0.158343484,0.158595642,0.159227986,0.022626703,0.518640147,0.158341822,0.133412719,0.709270954,0.604497854,0.336022384,0.084079649,0.067536114,0.236165865,0.0,2010-02-08
32,32,BVH,0.145238095,0.154689403,0.153753027,0.15681544,0.045612996,0.519198108,0.157906908,0.143745285,0.698747603,0.58793449,0.285374748,0.087890625,0.069458165,0.229231804,0.0,2010-02-09
33,33,BVH,0.161904762,0.164433618,0.16464891,0.17490953,0.037488366,0.526305613,0.162858099,0.147573273,0.729845986,0.62452462,0.398976382,0.092130335,0.071897546,0.221074083,0.0,2010-02-10
34,34,BVH,0.18452381,0.177831912,0.182808717,0.197828709,0.068597174,0.540547722,0.174340011,0.143928775,0.762034889,0.666291835,0.511608779,0.096560595,0.074974243,0.201495558,0.0,2010-02-11
35,35,BVH,0.208333333,0.211936663,0.219128329,0.221954162,0.082052204,0.560767004,0.190702827,0.135771127,0.789364083,0.711835541,0.596660424,0.102658155,0.078677358,0.184772248,0.0,2010-02-12
36,36,BVH,0.233333333,0.244823386,0.249394673,0.243667069,0.077737118,0.584436515,0.208703923,0.130469599,0.809710763,0.733108654,0.662608484,0.10904154,0.082881893,0.146838884,0.0,2010-02-22
37,37,BVH,0.221428571,0.22046285,0.237288136,0.217129071,0.083357306,0.58976213,0.217584421,0.131209904,0.721581537,0.649848736,0.425249623,0.114281631,0.086052375,0.166281443,0.0,2010-02-23
38,38,BVH,0.197619048,0.194884287,0.213075061,0.191797346,0.104668331,0.581155112,0.221083682,0.13513375,0.651555241,0.577390488,0.228385557,0.118568979,0.088301,0.151325626,0.0,2010-02-24
39,39,BVH,0.202380952,0.196102314,0.194915254,0.215922799,0.069278281,0.583169295,0.227086989,0.139763115,0.681963188,0.584583658,0.24948308,0.124047256,0.091155817,0.149014272,0.0,2010-02-25
40,40,BVH,0.227380952,0.210718636,0.217917676,0.241254524,0.068819274,0.594030237,0.236876453,0.142444594,0.709499895,0.612637562,0.349326059,0.130478277,0.094609368,0.140856551,0.0,2010-02-26
41,41,BVH,0.23452381,0.244823386,0.243341404,0.247285887,0.063723665,0.603302972,0.246312812,0.145690634,0.715565729,0.626258701,0.374731078,0.137147485,0.098076151,0.137593468,0.0,2010-03-01
42,42,BVH,0.221428571,0.224116931,0.231234867,0.220747889,0.03552754,0.596991282,0.249941369,0.152082834,0.653459022,0.575533594,0.22928192,0.143054497,0.100656564,0.134874219,0.0,2010-03-02
43,43,BVH,0.21547619,0.213154689,0.222760291,0.215922799,0.045816059,0.588039191,0.250630932,0.162853125,0.642962743,0.550967548,0.159829856,0.148056402,0.102994537,0.131747101,0.0,2010-03-03
44,44,BVH,0.20952381,0.21680877,0.217917676,0.215922799,0.028413994,0.579236746,0.250912208,0.173149565,0.642962743,0.540083448,0.159829856,0.152296113,0.105233022,0.130251512,0.0,2010-03-04
45,45,BVH,0.204761905,0.208282582,0.217917676,0.215922799,0.020902784,0.57065244,0.250285468,0.184128185,0.642962743,0.524542456,0.104372452,0.156059451,0.107378236,0.112576472,0.0,2010-03-05
46,46,BVH,0.20952381,0.219244823,0.219128329,0.223160434,0.035658685,0.565527164,0.249845972,0.19501881,0.652238712,0.531640217,0.129774344,0.160918445,0.109619303,0.117607074,0.0,2010-03-08
47,47,BVH,0.233333333,0.226552984,0.228813559,0.247285887,0.076709112,0.570629811,0.252090809,0.204877782,0.680832178,0.556774957,0.24432724,0.166063262,0.112369873,0.119374568,0.0,2010-03-09
