,Unnamed: 0,high,low,open,close,volume,tic,date,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
11731,11731,82.0,77.5,82.0,78.0,27030,BVH,2011-06-20,0.0261698792035076,95.62119510483134,69.17880489516867,46.99102097543224,-57.24469013674696,19.12964349884775,83.43333333333334,81.075,19.989999771118164,1438.7911278302329
11765,11765,81.5,79.0,79.5,81.5,39320,BVH,2011-06-21,-0.1310503252728381,95.17337387624951,70.57662612375049,49.45553654969026,-34.3353964043619,19.129643498847752,83.16666666666667,81.175,18.86000061035156,44.13051185661711
11799,11799,82.0,80.0,81.0,80.5,61200,BVH,2011-06-22,-0.3325071769249206,93.83928584383162,73.11071415616837,48.785150468596754,-29.066309842402543,17.21808867600607,82.9,81.30833333333334,18.520000457763672,27.52728345526521
11833,11833,79.5,77.5,79.5,77.5,74300,BVH,2011-06-23,-0.7258707253481589,92.96008516420515,74.58991483579484,46.81569547035736,-59.915984965730686,23.756932673112967,82.55,81.425,19.290000915527344,60.92124653474816
11867,11867,79.0,76.5,79.0,76.5,79140,BVH,2011-06-24,-1.105561588353794,92.75357704580264,74.94642295419735,46.17293684417084,-65.85981585981585,26.247875441697023,82.08333333333333,81.48333333333333,21.100000381469727,20.091040929309937
11901,11901,79.0,76.0,78.0,76.0,34220,BVH,2011-06-27,-1.4303272321518534,93.00698594902578,74.44301405097421,45.84735216948215,-65.6060606060605,27.51364128924207,81.61666666666666,81.54166666666667,20.559999465942383,39.15869945315054
11935,11935,77.5,76.0,76.0,76.0,35220,BVH,2011-06-28,-1.668473223934939,93.30999660570272,73.54000339429729,45.84735216948215,-67.61152416356872,27.51364128924208,81.15,81.55833333333334,19.170000076293945,27.8195267081976
11969,11969,79.5,76.5,76.5,79.0,149400,BVH,2011-06-29,-1.5967246622387847,93.21348270781758,73.08651729218244,48.19299925055344,-38.77068557919623,18.23840892779028,80.93333333333334,81.63333333333334,17.270000457763672,34.300774970977514
12003,12003,80.5,78.5,80.0,78.5,93700,BVH,2011-06-30,-1.562201149089475,92.5871710471879,72.71282895281212,47.8357530691957,-25.0475586556752,13.81358538965892,80.83333333333333,81.725,16.520000457763672,42.44730103904199
12037,12037,78.0,75.5,78.0,75.5,72820,BVH,2011-07-01,-1.7566661897947284,92.0262812542582,71.97371874574179,45.73161290592527,-63.969896519284994,23.04862407405308,80.76666666666667,81.76666666666667,15.869999885559082,69.37687816806898
12071,12071,77.0,74.5,75.0,75.0,76850,BVH,2011-07-05,-2.07264008937301,90.98064859075158,70.56935140924843,45.46974836504146,-77.52737660688759,20.2537565947588,80.88333333333334,81.76666666666667,16.059999465942383,54.52433789605203
12105,12105,76.0,74.0,74.5,74.5,57730,BVH,2011-07-06,-2.170279784479021,89.7229379251475,70.3270620748525,45.11185799790841,-93.84309831181744,21.77931453814484,81.08333333333333,81.75833333333334,16.34000015258789,26.36709458253729
12139,12139,75.0,73.5,73.5,74.0,52090,BVH,2011-07-07,-2.2619316278301227,88.05959110542267,70.39040889457732,44.74750733572291,-109.64762230584988,23.34683161294428,81.16666666666667,81.75833333333334,15.949999809265137,30.68596617580823
12173,12173,75.0,73.5,74.0,73.5,70330,BVH,2011-07-08,-2.347847668884881,85.99223980543098,70.80776019456903,44.37673489107993,-110.90353260869551,23.34683161294429,81.11666666666666,81.76666666666667,15.949999809265137,53.501941185240014
12207,12207,73.5,73.0,73.5,73.0,43880,BVH,2011-07-11,-2.428290747558705,84.95300001466555,70.59699998533446,43.9995880540959,-117.1400426859301,25.06282407968412,80.93333333333334,81.75833333333334,18.38999938964844,26.240952968283864
12241,12241,72.5,70.5,72.5,70.5,74630,BVH,2011-07-12,-2.6630733220460314,84.78391649965214,69.61608350034787,42.14685210128934,-133.49852872851176,33.07099502133428,80.55,81.66666666666667,19.8700008392334,21.19963973418582
12275,12275,73.5,70.5,73.5,70.5,41620,BVH,2011-07-13,-2.816671369612507,83.52776354805077,69.37223645194923,42.14685210128935,-118.63270777479892,27.25614570211029,80.08333333333333,81.56666666666666,19.90999984741211,44.084887667013625
12309,12309,74.0,70.5,70.5,74.0,51580,BVH,2011-07-14,-2.625710622040856,82.13912458736333,69.76087541263668,45.58004084216959,-95.17365809652688,24.35184882473454,79.6,81.55,20.799999237060547,40.12822455173984
12343,12343,74.0,71.0,74.0,73.0,156130,BVH,2011-07-15,-2.525946952324688,81.50684980467925,69.64315019532076,44.79435454218426,-93.2400932400932,24.35184882473454,79.08333333333333,81.45833333333333,19.530000686645508,26.294565500190043
12377,12377,73.0,72.0,72.0,72.5,99170,BVH,2011-07-18,-2.458884852663033,81.2683375098589,69.3316624901411,44.39849964154397,-90.60877772534222,24.35184882473454,78.66666666666667,81.3,20.950000762939453,33.09432758625006
12411,12411,73.0,70.5,72.0,71.0,82920,BVH,2011-07-19,-2.497979961444728,80.2759568545662,69.27404314543381,43.21334468801161,-100.85413929040732,30.190209487527888,78.06666666666666,81.13333333333334,19.209999084472656,15.476859803089376
12445,12445,72.5,70.5,70.5,72.5,96140,BVH,2011-07-20,-2.380484904661813,79.25109636794463,69.49890363205537,44.739315951360254,-92.33449477351932,30.19020948752789,77.5,80.93333333333334,19.09000015258789,49.67450705320891
12479,12479,72.0,71.0,71.0,71.0,43160,BVH,2011-07-21,-2.3809604595508347,78.91556103759217,69.18443896240782,43.529262292389454,-97.34844935819358,30.19020948752789,76.86666666666666,80.73333333333333,17.559999465942383,36.754870318292
12513,12513,71.0,68.5,71.0,69.0,149560,BVH,2011-07-22,-2.513743752303739,78.88910031599619,68.4608996840038,41.96376705542168,-125.07516536380037,39.66937796002952,76.16666666666667,80.45,17.520000457763672,34.11899803741379
12547,12547,70.5,69.0,70.0,69.0,33080,BVH,2011-07-25,-2.589129594177905,78.81446359185702,67.83553640814299,41.96376705542168,-119.7698744769872,39.66937796002952,75.61666666666666,80.125,19.350000381469727,33.561441974166044
12581,12581,69.5,67.5,69.0,67.5,49030,BVH,2011-07-26,-2.7383449450003354,78.816969352278,66.98303064772202,40.78644817785661,-137.1822033898305,44.80758875738968,75.13333333333334,79.725,20.229999542236328,26.352084213890617
12615,12615,68.0,66.0,68.0,66.5,50690,BVH,2011-07-27,-2.903817428465203,78.11925043593288,66.43074956406713,40.01226317420355,-154.47504302925984,49.41308084997911,74.5,79.28333333333333,22.979999542236328,35.446655955034906
12649,12649,67.5,66.0,66.5,66.0,35590,BVH,2011-07-28,-3.040255215470836,77.36332698724343,65.93667301275659,39.62324298005977,-152.7747313007237,49.41308084997911,73.9,78.90833333333333,23.739999771118164,21.534449936941392
12683,12683,66.5,64.0,66.0,66.0,96760,BVH,2011-07-29,-3.112504134458476,77.11571588810334,65.23428411189666,39.62324298005977,-160.63077759651972,55.11899665283399,73.41666666666667,78.6,25.25,27.471712191449964
12717,12717,65.5,63.0,65.5,63.0,75170,BVH,2011-08-01,-3.3729555195973973,77.35589411278498,63.84410588721501,37.29500452650092,-177.36842105263153,57.67087584558301,72.91666666666667,78.175,23.65999984741211,46.47890821726188
12751,12751,61.0,60.0,61.0,60.0,111190,BVH,2011-08-02,-3.7778908724031055,77.77796516004904,61.92203483995095,35.15790993017539,-220.57936028968007,64.19886341335074,72.2,77.68333333333334,24.790000915527344,65.24164948767984
12785,12785,59.5,57.0,59.0,57.0,101150,BVH,2011-08-03,-4.291411267081031,78.45336872484994,59.49663127515005,33.190434675060814,-234.88045007032352,69.26560145127839,71.41666666666667,77.15833333333333,23.3799991607666,34.96708269945379
12819,12819,59.5,57.0,57.0,59.5,142490,BVH,2011-08-04,-4.445406889497292,78.31034424439798,58.18965575560201,36.26515199986371,-193.2642487046629,69.26560145127839,70.81666666666666,76.68333333333334,31.65999984741211,33.852681903351645
12853,12853,62.0,59.5,60.0,62.0,211340,BVH,2011-08-05,-4.315968623418911,77.78635370186466,57.56364629813534,39.1616117998665,-137.46849849605718,49.16354540387278,70.33333333333333,76.20833333333333,32.0,30.92417464411424
12887,12887,64.0,60.5,62.5,62.5,149880,BVH,2011-08-08,-4.125486008988055,77.18729886080185,57.11270113919817,39.72831690211533,-109.46094609460944,35.41110602932478,69.88333333333334,75.75,48.0,47.35615155878289
12921,12921,62.0,59.5,60.5,59.5,27730,BVH,2011-08-09,-4.168549647152048,77.06095497301126,56.13904502698873,37.55689785395059,-125.28370403994542,38.4444253544412,69.33333333333333,75.24166666666666,35.060001373291016,45.93340610798244
12955,12955,61.0,57.5,60.0,57.5,118340,BVH,2011-08-10,-4.314328285062253,76.99011822972544,54.909881770274566,36.19264219513537,-133.7116252000582,44.0609663776797,68.61666666666666,74.775,42.9900016784668,217.5422886821975
12989,12989,57.0,55.0,55.5,57.0,103670,BVH,2011-08-11,-4.41926222319632,76.1482196708219,54.05178032917809,35.8557982755468,-149.03035413153435,50.1399124545087,67.9,74.36666666666666,39.0,19.569683154896087
13023,13023,58.0,56.0,57.5,56.0,46980,BVH,2011-08-12,-4.530885539703675,75.35476426916316,53.145235730836845,35.17840968450071,-131.648485669761,43.47325750340102,67.25,74.00833333333334,36.36000061035156,27.052866939479923
13057,13057,56.5,55.0,56.5,55.0,29960,BVH,2011-08-15,-4.646477761586027,74.50048047454453,52.24951952545547,34.50408013293077,-133.16779926816525,46.03473097177738,66.6,73.69166666666666,31.8700008392334,33.308193372666494
13091,13091,56.5,55.0,55.0,55.5,40350,BVH,2011-08-16,-4.644204114780628,73.64821967082182,51.55178032917819,35.14709158621676,-120.26485006684923,46.03473097177738,65.95,73.41666666666667,32.849998474121094,63.59004957497178
13125,13125,58.0,56.0,56.0,58.0,71970,BVH,2011-08-17,-4.390067165120783,72.05689828232317,51.69310171767683,38.28120811704443,-93.76974598761537,35.50966502496038,65.4,73.24166666666666,31.57999992370605,37.43474195362583
13159,13159,60.5,59.0,59.0,60.5,71460,BVH,2011-08-18,-3.9414975645027184,70.59007290925874,52.10992709074127,41.21980466785708,-58.81223601689492,20.08959026288365,64.95,73.05833333333334,42.66999816894531,21.854554134997557
13193,13193,60.5,58.0,59.5,59.5,121770,BVH,2011-08-19,-3.6249088738247153,69.40898777643937,52.34101222356063,40.42339129849199,-61.97458455522962,23.79733685406101,64.48333333333333,72.8,43.04999923706055,56.26174189486677
13227,13227,61.5,59.0,59.0,60.0,67160,BVH,2011-08-22,-3.295673758634557,68.0564791282035,52.79352087179649,41.0128901878936,-48.5300040273863,17.94730276797065,64.05,72.49166666666666,42.43999862670898,24.252347663847228
13261,13261,60.0,57.5,60.0,57.5,114860,BVH,2011-08-23,-3.199598682532468,66.88560342211757,52.964396577882425,39.01604796674896,-66.59388646288212,23.72660154017816,63.61666666666667,72.08333333333333,36.27000045776367,42.02487896473196
13295,13295,59.0,55.5,57.5,55.5,133410,BVH,2011-08-24,-3.247407683506232,65.87095015536966,52.87904984463035,37.50484099662847,-82.32193633400381,30.68503859947232,63.11666666666667,71.6,35.900001525878906,33.08713670597247
13329,13329,57.0,55.5,56.0,56.5,85710,BVH,2011-08-25,-3.1680853032605327,64.70924852464125,53.09075147535874,38.73229588264154,-82.68510515701524,30.68503859947232,62.53333333333333,71.06666666666666,39.7599983215332,37.98021136970935
13363,13363,57.5,56.5,57.0,56.5,54760,BVH,2011-08-26,-3.069834603030877,63.262082635333634,53.58791736466636,38.73229588264154,-73.15405651777571,27.36564832596267,61.98333333333333,70.53333333333333,35.59000015258789,16.069251617756944
13397,13397,59.0,57.5,57.5,59.0,160410,BVH,2011-08-29,-2.7584434891412,62.57150494801873,53.87849505198128,41.79098899048645,-47.33872945793479,17.772497305648823,61.53333333333333,70.1,32.279998779296875,43.01723615690296
13431,13431,61.5,58.5,60.0,59.5,169190,BVH,2011-08-30,-2.443154798895541,62.50910907875688,53.89089092124313,42.38608215206202,-24.082363473590025,3.8383840172801538,61.15,69.60833333333333,32.88999938964844,28.70617571328976
13465,13465,61.0,58.0,60.0,58.0,227180,BVH,2011-08-31,-2.287949645011956,62.52354161027248,53.976458389727526,41.08262303171313,-34.13173652694611,6.210752767839718,60.66666666666666,69.08333333333333,31.6200008392334,44.19735069597953
13499,13499,60.0,58.5,59.0,59.0,75650,BVH,2011-09-01,-2.060504585473403,62.47352915724882,53.97647084275118,42.30621100399304,-27.162177520172747,6.210752767839732,60.266666666666666,68.56666666666666,31.81999969482422,43.91665660748584
13533,13533,64.5,62.0,63.0,64.5,118250,BVH,2011-09-06,-1.0869089062116115,62.96114962101273,53.638850378987264,48.50536473359274,92.46767847105131,16.064318562239375,59.86666666666667,67.74166666666666,37.0,165.9147955014116
13567,13567,67.5,66.0,66.5,67.5,91640,BVH,2011-09-07,-0.3866771274643596,64.91034790109423,52.489652098905786,51.49165619435917,180.84345961401027,27.18620100245005,59.86666666666667,67.5,33.380001068115234,40.77569173418444
13601,13601,70.5,69.5,70.0,70.5,162000,BVH,2011-09-08,0.4056603302716866,67.46171991626895,51.238280083731055,54.23706685244539,246.9387755102041,36.22017249658887,60.0,67.25,34.31999969482422,45.88160866775029
13635,13635,73.0,70.0,70.0,71.5,118240,BVH,2011-09-09,1.1015867107740362,69.74467587765703,50.405324122342975,55.11308406116802,256.1669829222012,42.5676880592019,60.18333333333333,67.04166666666667,38.52000045776367,45.387928094324266
13669,13669,75.0,70.0,70.0,75.0,246960,BVH,2011-09-12,1.9134767614721893,72.5620113798567,49.4879886201433,58.02250528057658,260.4378244188673,47.072297659296936,60.48333333333333,66.95,38.59000015258789,117.0877876297882
13703,13703,78.5,76.0,78.0,78.5,89660,BVH,2011-09-13,2.8069692312616468,75.76233173555565,48.63766826444436,60.66030080140207,282.69049858889974,53.84444748301866,61.0,66.95833333333333,36.90999984741211,57.4312406615104
13737,13737,82.0,80.0,80.0,82.0,289920,BVH,2011-09-14,3.754212969914221,79.3246502293063,47.7253497706937,63.06149446322632,267.0540295804407,59.39781727803823,61.73333333333333,66.96666666666667,34.599998474121094,100.40105055098716
13771,13771,86.0,79.0,79.0,86.0,559950,BVH,2011-09-15,4.7726607654977045,83.39909281299508,46.45090718700492,65.5476602123602,239.9697199091597,64.60110653137934,62.7,67.05833333333334,31.96999931335449,67.32067930057836
13805,13805,85.0,82.0,85.0,82.0,493230,BVH,2011-09-16,5.197112334510422,85.84147702481636,46.15852297518365,61.28089160975125,194.16090440127317,64.60110653137934,63.45,67.13333333333334,30.979999542236328,35.13831548325183
13839,13839,79.5,78.0,78.0,78.0,247580,BVH,2011-09-19,5.151345189611462,87.21052763866268,46.63947236133732,57.41465930078132,131.48927640809774,43.576015853893765,63.98333333333333,67.15833333333333,32.72999954223633,55.67609594237484
13873,13873,76.0,74.5,75.0,74.5,162690,BVH,2011-09-20,4.777580672216402,87.92988373266788,47.370116267332136,54.312973782047806,90.51439358187818,28.252995029391887,64.38333333333334,67.13333333333334,32.86000061035156,61.61435150162291
13907,13907,74.5,71.0,72.0,71.0,160800,BVH,2011-09-21,4.151097581126649,88.0741505480216,48.5758494519784,51.43832340716615,61.28248613466559,15.11964194787107,64.76666666666667,67.05,37.31999969482422,38.10171339343229
13941,13941,74.5,67.5,69.0,74.5,655080,BVH,2011-09-22,3.89215957436258,88.23888534473943,50.31111465526058,53.9591778879235,56.622486700928754,3.761482326763309,65.33333333333333,66.975,41.34999847412109,31.697992778983707
13975,13975,73.0,71.0,71.0,72.0,207950,BVH,2011-09-23,3.4455026223466945,88.05847753581342,52.04152246418657,51.96590031259982,51.02316776345442,3.761482326763312,65.83333333333333,66.86666666666666,41.25,32.45863496218116
14009,14009,74.5,68.5,70.5,68.5,386860,BVH,2011-09-26,2.7770904505696308,87.52133975898656,53.778660241013455,49.32691078511824,35.593530110573,3.971681618590792,66.25,66.75,39.02000045776367,27.437977580574252
14043,14043,71.5,68.5,68.5,71.5,84080,BVH,2011-09-27,2.461074185495633,87.2304478404549,55.31955215954511,51.51036742254927,32.324653999530874,3.9716816185908095,66.8,66.7,37.709999084472656,33.75954826704667
14077,14077,71.5,68.5,70.0,69.0,167490,BVH,2011-09-28,1.9860064657311511,86.76753361206417,56.73246638793583,49.6655047061184,22.15729242756277,3.9716816185908095,67.25,66.6,41.08000183105469,47.5855328360384
14111,14111,70.0,66.0,67.5,67.5,120490,BVH,2011-09-29,1.471511739810481,85.95730919363082,58.49269080636917,48.585439320896434,3.1548951760635413,11.984263239858803,67.56666666666666,66.48333333333333,38.84000015258789,32.57538945270312
14145,14145,70.0,66.0,66.5,67.0,92240,BVH,2011-09-30,1.0117621768833516,85.14813648286344,60.10186351713656,48.223814066005325,-0.7401141890462231,11.984263239858793,67.78333333333333,66.36666666666666,42.959999084472656,22.680993314424747
14179,14179,67.0,64.0,65.0,64.0,145600,BVH,2011-10-03,0.4007132352522973,84.84828173967841,60.6517182603216,46.094328885390006,-28.71125611745517,18.221999515462507,67.93333333333334,66.20833333333333,45.45000076293945,34.90524438028584
14213,14213,64.0,61.5,62.0,64.0,126480,BVH,2011-10-04,-0.0825953456295991,84.89690466434482,60.55309533565518,46.094328885390006,-48.34437086092718,25.29628511011181,68.06666666666666,66.05833333333334,40.81999969482422,25.36613451947548
14247,14247,65.5,62.0,65.5,62.5,93690,BVH,2011-10-05,-0.5799727768546745,85.28730904864142,59.66269095135857,45.03034545984022,-49.5755517826825,18.70988755825661,68.23333333333333,65.925,37.810001373291016,26.08504693693336
14281,14281,64.5,62.5,62.5,63.0,177010,BVH,2011-10-06,-0.9231605332064704,85.57746657436633,58.62253342563366,45.46442494917415,-53.66139425893371,18.70988755825661,68.48333333333333,65.8,36.27000045776367,49.406666531364685
14315,14315,64.0,62.5,64.0,62.5,87600,BVH,2011-10-07,-1.221405521422767,85.79622880748391,57.5037711925161,45.09603491519692,-61.68791742562236,18.709887558256625,68.68333333333334,65.60833333333333,36.20000076293945,29.13863597436526
14349,14349,65.0,62.0,62.0,63.5,74320,BVH,2011-10-10,-1.3613820162198778,85.57826641974518,56.57173358025482,46.00129376158451,-60.869565217391234,13.836928697717097,68.91666666666667,65.45,33.02000045776367,20.708482494951927
14383,14383,64.5,62.5,64.5,63.0,61860,BVH,2011-10-11,-1.4954219250641074,84.78919742792074,55.81080257207925,45.61229852162641,-66.4075153871073,13.836928697717104,69.05,65.29166666666667,32.86000061035156,21.72571484172784
14417,14417,62.5,61.0,62.0,61.5,118400,BVH,2011-10-12,-1.7030552220211206,83.16734927652821,55.3826507234718,44.44589084899789,-87.49181401440735,19.500832776777116,69.11666666666666,65.13333333333334,31.26000022888184,32.762396846121646
14451,14451,63.0,60.5,62.0,62.0,53900,BVH,2011-10-13,-1.806436805425946,79.8727473318114,56.2772526681886,44.93148536589849,-88.11188811188813,19.500832776777123,69.25,64.95833333333333,30.700000762939453,23.38308088128545
14485,14485,63.0,62.0,63.0,62.5,69490,BVH,2011-10-14,-1.8269615581741616,77.14516118127995,57.05483881872005,45.42497134239148,-83.11247026843363,19.50083277677712,69.36666666666666,64.81666666666666,28.239999771118164,16.011245582063797
14519,14519,63.5,61.5,62.5,62.5,34440,BVH,2011-10-17,-1.822222130177181,75.14647499302863,57.503525006971365,45.42497134239148,-84.65499485066935,19.50083277677712,69.4,64.70833333333333,33.38999938964844,28.30195498113112
14553,14553,62.0,60.5,61.0,60.5,32690,BVH,2011-10-18,-1.9572869984966204,73.92132131540349,57.32867868459651,43.74684484774032,-100.43904086457285,23.85779403500028,69.26666666666667,64.56666666666666,31.559999465942383,32.60534395669733
14587,14587,61.5,59.0,61.0,60.0,146490,BVH,2011-10-19,-2.0806878269691467,73.32934494834765,56.820655051652345,43.332835255535485,-103.50194552529184,29.938148213897687,69.01666666666667,64.44166666666666,34.439998626708984,281.0871001280003
14621,14621,61.5,60.0,61.5,60.0,30320,BVH,2011-10-20,-2.1536578455505406,71.60548794107976,57.09451205892023,43.332835255535485,-92.21362615423024,29.93814821389769,68.66666666666667,64.33333333333333,34.779998779296875,22.738719995171007
14655,14655,63.0,60.0,60.0,63.0,177280,BVH,2011-10-21,-1.9469687393616084,70.21289407316033,57.58710592683967,46.57902035200121,-70.75674678797567,19.07280615529909,68.38333333333334,64.28333333333333,31.31999969482422,42.76326614463132
14689,14689,66.0,64.0,64.0,64.5,117100,BVH,2011-10-24,-1.6431870323547528,69.64182321833039,57.75817678166962,48.11634510073352,-36.89806128830528,1.0142485456980237,68.03333333333333,64.25833333333334,29.26000022888184,39.10424483067894
14723,14723,65.5,62.5,65.0,62.5,80230,BVH,2011-10-25,-1.5459998028496145,67.93480185504654,58.56519814495346,46.279370273399664,-48.86848146933417,8.43635601846159,67.5,64.25,32.220001220703125,26.56163532267007
14757,14757,65.5,63.0,63.5,65.5,141090,BVH,2011-10-26,-1.2129214913814863,67.06544912391087,59.08455087608914,49.28386364795434,-31.11587982832606,8.436356018461588,66.95,64.34166666666667,29.86000061035156,37.25596195589544
14791,14791,68.5,66.5,66.5,68.5,139900,BVH,2011-10-27,-0.6988239938907199,67.3660897308661,58.8839102691339,52.05764833186486,18.744906275468523,7.427037693064036,66.36666666666666,64.53333333333333,25.459999084472656,36.71364357687239
14825,14825,71.5,68.0,69.5,71.5,126050,BVH,2011-10-28,-0.04876100874678,68.77023499199214,57.92976500800786,54.6248943618657,69.34507429829367,19.945989761482476,66.01666666666667,64.73333333333333,24.530000686645508,31.25672843453017
14859,14859,75.0,71.5,73.0,71.5,185580,BVH,2011-10-31,0.4611032788588431,70.25811403140676,57.19188596859325,54.624894361865685,117.89330218068524,31.498910184221007,65.8,64.89166666666667,29.959999084472656,35.22136332359554
14893,14893,70.0,68.0,69.5,68.0,115570,BVH,2011-11-01,0.5761125836340852,70.7326968823605,57.11730311763949,51.20174223486092,55.17313308302056,13.924192954536371,65.58333333333333,64.98333333333333,34.77000045776367,16.61014929531828
14927,14927,66.0,65.0,65.0,65.0,196690,BVH,2011-11-02,0.4203379639151592,70.83931048355434,57.260689516445645,48.50641655564861,-3.3783783783784744,1.4953871248461834,65.38333333333334,65.075,32.7400016784668,47.4950389108152
14961,14961,66.0,63.0,65.0,64.5,85470,BVH,2011-11-03,0.2536161055722346,70.8985942414175,57.3514057585825,48.070128025906726,-16.429622363904077,5.826367996547668,65.05,65.19166666666666,30.5,19.482863643020064
14995,14995,66.5,65.0,66.0,65.5,77530,BVH,2011-11-04,0.1998754347272466,71.0299202340529,57.52007976594712,49.01884683419083,15.334947538337511,3.8247848314164328,64.83333333333333,65.33333333333333,30.15999984741211,21.121975777620563
15029,15029,66.0,64.0,64.0,64.0,100880,BVH,2011-11-07,0.0358350181423929,71.04653907375331,57.55346092624668,47.66752928595493,-4.539464050373269,7.562627623938963,64.68333333333334,65.46666666666667,29.850000381469727,42.003946669928
15063,15063,65.0,62.5,64.0,63.5,69890,BVH,2011-11-08,-0.1329810919242788,71.05494095539879,57.595059044601214,47.21867013888476,-27.070063694267667,12.98520692382827,64.41666666666667,65.60833333333333,27.479999542236328,40.15996169786884
15097,15097,64.5,63.0,63.5,63.0,16870,BVH,2011-11-09,-0.3036150118691267,71.0300750174367,57.7699249825633,46.763142863398095,-27.95403875836037,12.98520692382827,64.21666666666667,65.73333333333333,36.15999984741211,26.49908096499934
15131,15131,63.0,62.0,62.0,63.0,62980,BVH,2011-11-10,-0.433842555850191,71.01866564996642,57.881334350033576,46.763142863398095,-50.48335123523104,16.707416202368126,64.06666666666666,65.81666666666666,32.810001373291016,36.94988389659309
15165,15165,64.0,61.0,61.0,62.0,39020,BVH,2011-11-11,-0.6107006879624208,71.02862739233811,57.821372607661885,45.81711296110565,-58.27067669172917,16.707416202368137,63.9,65.84166666666667,30.040000915527344,21.995577452773723
15199,15199,63.0,60.0,63.0,61.5,165830,BVH,2011-11-14,-0.7821912394695829,71.05470216795837,57.69529783204163,45.342651062915415,-81.90298507462678,20.5890578260216,63.81666666666667,65.875,31.1299991607666,37.06229280069824
15233,15233,63.5,61.0,61.5,62.5,154030,BVH,2011-11-15,-0.8278639936194168,70.96770846087293,57.98229153912706,46.489137252749615,-52.49537892791114,17.658395880085997,63.766666666666666,65.91666666666667,31.21999931335449,39.08207781957474
15267,15267,65.0,62.5,62.5,63.5,185350,BVH,2011-11-16,-0.7744410631827492,70.815267740803,58.484732259197024,47.62561889647508,-8.53432282003724,9.151475199044496,63.8,66.01666666666667,33.5099983215332,45.51738809488644
15301,15301,64.0,60.5,63.5,60.5,354110,BVH,2011-11-17,-0.9630761910379704,70.76446458626413,58.58553541373588,44.68062611755505,-72.13114754098352,17.638866192844112,63.71666666666667,66.1,34.5099983215332,39.0963709257138
15335,15335,60.5,58.5,60.5,59.5,302450,BVH,2011-11-18,-1.1796640981491748,70.98074069840757,58.01925930159243,43.74779763435139,-134.2105263157893,25.1171570128724,63.61666666666667,66.15,32.0,32.16620214722937
15369,15369,60.0,57.0,60.0,57.0,168580,BVH,2011-11-21,-1.5353422122887324,71.42225975966294,56.82774024033707,41.50668412464584,-165.18298714144407,30.198404439759063,63.4,66.15833333333333,32.90999984741211,45.73262574273328
15403,15403,59.5,56.0,56.0,59.5,80630,BVH,2011-11-22,-1.597080424651189,71.53162832081499,56.418371679185015,44.45050274924934,-141.13277623026914,33.41811294776166,63.28333333333333,66.16666666666667,31.96999931335449,30.96343190546695
15437,15437,62.0,61.5,61.5,62.0,62170,BVH,2011-11-23,-1.4278202728024,71.37002398661261,56.229976013387386,47.199450626663534,-43.88957816377173,18.776604705006747,63.3,66.20833333333333,33.97999954223633,43.36513926396751
15471,15471,61.5,59.0,60.5,61.0,47290,BVH,2011-11-25,-1.3198745136325556,69.2399947285706,56.51000527142941,46.34425478997992,-76.29918894562917,24.46022859532928,63.2,66.28333333333333,34.470001220703125,33.434467995994424
15505,15505,63.0,60.0,62.0,60.0,60470,BVH,2011-11-28,-1.3229291403209658,67.31996015920384,57.28003984079615,45.38906767262454,-60.28891509433954,15.798384033297893,63.11666666666667,66.25833333333334,32.130001068115234,155.96403060667816
15539,15539,61.5,59.0,60.0,59.0,38960,BVH,2011-11-29,-1.3900183305717562,66.29971909225667,57.400280907743344,44.44151221267679,-88.9276373147341,19.777166765732048,63.06666666666667,66.16666666666667,30.63999938964844,575.696572361529
15573,15573,59.5,58.0,59.0,58.5,79860,BVH,2011-11-30,-1.4666264616164284,65.95545679004029,57.0945432099597,43.966755562968,-116.0102739726028,23.634529883796283,63.016666666666666,66.01666666666667,27.799999237060547,27.82962750617652
15607,15607,60.0,56.0,58.5,58.5,251650,BVH,2011-12-01,-1.509933385236998,65.61967380982134,56.83032619017866,43.966755562968,-123.40366463076091,30.75300767394798,62.96666666666667,65.81666666666666,27.40999984741211,27.24691655112162
15641,15641,60.5,58.5,58.5,60.0,136160,BVH,2011-12-02,-1.4069979734270532,64.88232220128633,57.01767779871368,45.82477693298768,-81.75675675675701,27.57496826544307,62.86666666666667,65.625,27.520000457763672,31.822267255233022
15675,15675,63.0,61.0,61.0,63.0,117490,BVH,2011-12-05,-1.0710001667562707,64.69195824982468,57.10804175017532,49.30287272128296,-15.130674002750936,12.907233227136766,62.81666666666667,65.425,27.84000015258789,38.08874831679728
15709,15709,64.5,61.0,64.5,61.0,90280,BVH,2011-12-06,-0.9550930513674132,64.36555779276009,57.18444220723991,47.21247189974013,-18.16680429397195,5.153077459698912,62.766666666666666,65.13333333333334,28.1299991607666,48.26239523109423
15743,15743,61.5,60.0,61.0,60.5,97290,BVH,2011-12-07,-0.893284421916114,64.0851128074624,57.2148871925376,46.70038802891943,-52.41264559068226,9.578520947827483,62.6,64.775,28.670000076293945,38.29140529109858
15777,15777,61.0,59.0,60.0,59.0,100930,BVH,2011-12-08,-0.9543370977372804,63.7729663349408,57.12703366505921,45.17959130883256,-74.62248937105993,13.874187697202675,62.28333333333333,64.325,30.59000015258789,43.02744139033537
