,Unnamed: 0,high,low,open,close,volume,tic,date,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
47669,47669,63.0,58.5,59.0,63.0,378700,BVH,2015-11-03,2.7956723253947477,63.51552831844469,52.484471681555306,61.79623258913562,95.57246836398792,37.85516614655698,54.49333333333334,50.52,14.539999961853027,46.69648166360359
47703,47703,64.5,62.0,64.5,63.0,207830,BVH,2015-11-04,2.906161651057033,63.48391559907977,53.71608440092023,61.79623258913562,112.55048388325858,42.514003571953566,54.96000000000001,50.70333333333334,15.510000228881836,21.283407021042667
47737,47737,65.5,61.0,61.5,65.0,293140,BVH,2015-11-05,3.1191528702960625,64.32178580579676,53.97821419420323,63.487850413296265,116.64031252906707,42.51400357195357,55.52666666666667,50.93666666666668,15.050000190734863,71.9376491710959
47771,47771,65.0,61.5,65.0,62.0,151160,BVH,2015-11-06,3.0111641916907885,64.58838322379601,54.26161677620398,59.40614245330173,99.10257647399412,42.51400357195357,56.02666666666667,51.17,14.329999923706056,24.876774294456872
47805,47805,62.5,60.0,62.0,60.0,296270,BVH,2015-11-09,2.7326982561260778,64.58838322379601,54.26161677620398,56.88397876470693,67.31983750384057,30.55847754522117,56.476666666666674,51.35666666666667,16.520000457763672,31.79166880703056
47839,47839,61.5,58.0,60.0,58.0,218530,BVH,2015-11-10,2.3238409190753657,64.51887290848191,54.1311270915181,54.4907302319217,38.59154929577462,16.615089010458153,56.86000000000001,51.54,15.289999961853027,51.4368367974749
47873,47873,59.5,57.5,58.0,57.5,233990,BVH,2015-11-11,1.9371425391173889,64.51887290848191,54.1311270915181,53.90420894572829,17.167200944828608,13.379151261324518,57.226666666666674,51.67333333333333,16.059999465942383,19.94337939081869
47907,47907,59.5,57.0,57.5,58.5,255640,BVH,2015-11-12,1.6918701042316044,64.44615242270552,54.05384757729448,54.90838575131967,14.667858782591937,10.11291668004683,57.63333333333333,51.82333333333334,18.3700008392334,44.92579612558422
47941,47941,60.0,58.0,58.0,59.0,143900,BVH,2015-11-13,1.5203105600420912,64.43972132418695,54.260278675813055,55.41081133390457,23.544594207054864,12.798279194052888,58.06666666666667,52.0,20.07999992370605,49.39912142036827
47975,47975,59.5,57.5,58.5,58.0,163180,BVH,2015-11-16,1.288800255505663,64.13020300712476,54.919796992875234,54.16220495176954,-3.661738289346323,9.30752405035124,58.4,52.18333333333333,18.15999984741211,30.10804594090498
48009,48009,58.5,57.0,58.5,57.0,199300,BVH,2015-11-17,1.012958276105266,64.03859543535425,55.11140456464576,52.92840956454601,-41.993720565148905,5.807296911348201,58.6,52.403333333333336,18.84000015258789,33.641165248511506
48043,48043,57.5,56.5,57.5,57.0,164370,BVH,2015-11-18,0.7852990811208542,64.03859543535425,55.11140456464576,52.92840956454601,-72.35701906412443,2.3053604935230414,58.8,52.605,16.850000381469727,19.381296839265342
48077,48077,59.0,56.0,56.0,57.5,117410,BVH,2015-11-19,0.6378703775732859,64.03859543535425,55.11140456464576,53.495249761457394,-63.32703213610578,11.679650146757492,58.91666666666666,52.82833333333334,16.989999771118164,16.503784854862058
48111,48111,59.0,58.0,58.5,59.0,121190,BVH,2015-11-20,0.6347525001206549,64.02095892222232,55.07904107777768,55.1706133645535,-18.481518481518503,11.679650146757488,59.0,53.06166666666668,15.470000267028809,39.38719218061125
48145,48145,59.5,58.0,59.0,58.0,141470,BVH,2015-11-23,0.5453039921435661,63.96780104871587,54.932198951284136,53.83311497395847,-25.97402597402589,14.79383777921279,58.93333333333333,53.22833333333334,15.619999885559082,54.76055075614613
48179,48179,58.0,56.0,57.5,57.0,217940,BVH,2015-11-24,0.3892368819946341,63.996447426174015,54.70355257382599,52.51606903605279,-86.95652173913044,0.2458450068118856,58.833333333333336,53.403333333333336,15.93000030517578,27.60609018375644
48213,48213,58.0,56.0,57.0,57.0,192780,BVH,2015-11-25,0.2625263326529392,64.01850054526572,54.63149945473428,52.51606903605279,-85.30465949820793,0.2458450068118787,58.81666666666667,53.59,15.1899995803833,24.406385410739237
48247,48247,58.0,55.0,57.5,55.0,215390,BVH,2015-11-27,-0.0504385941867866,63.92205661373573,53.87794338626426,49.80111656220614,-113.40206185567006,7.348590617316095,58.66666666666666,53.99166666666667,15.119999885559082,235.59175439170104
48281,48281,56.5,54.0,55.0,54.0,255200,BVH,2015-11-30,-0.325962814908074,64.12818640754192,53.17181359245808,48.54270638363441,-157.0576540755463,13.724323530095894,58.65,54.14833333333333,16.1299991607666,25.78792296176783
48315,48315,55.5,52.0,54.5,52.0,356110,BVH,2015-12-01,-0.6976588531950298,63.936365126919625,52.26363487308038,46.13097450491029,-212.52129471890964,24.789320283263223,58.516666666666666,54.25333333333334,14.670000076293944,24.634891896490853
48349,48349,53.5,50.0,53.5,50.5,370080,BVH,2015-12-02,-1.1005812894233244,63.7617864772483,51.1882135227517,44.41876828622462,-249.7103128621086,33.85726314215812,58.3,54.32000000000001,15.90999984741211,40.827065210132986
48383,48383,51.5,50.0,50.5,50.0,201520,BVH,2015-12-03,-1.4436050637967952,62.80754621199357,50.64245378800644,43.85745047288472,-242.35619277940933,33.85726314215812,58.05,54.373333333333335,18.11000061035156,21.15304416063056
48417,48417,50.0,49.0,50.0,49.5,181600,BVH,2015-12-04,-1.735790584302542,62.46272037153131,49.73727962846869,43.29151315042646,-230.8158932362753,38.11989383270911,57.71666666666667,54.42166666666667,14.8100004196167,27.91947708538784
48451,48451,49.5,48.0,49.5,48.0,271240,BVH,2015-12-07,-2.064587894279377,62.54123194962386,48.458768050376136,41.62457576858183,-221.46739130434773,42.10809522954308,57.31666666666667,54.48666666666667,15.84000015258789,17.509243219015985
48485,48485,51.0,47.1,48.0,51.0,285040,BVH,2015-12-08,-2.059348317830697,62.36183238267306,47.93816761732694,45.93193046817334,-167.05616098004978,28.797751596762144,57.05,54.598333333333336,17.600000381469727,32.8590952184625
48519,48519,54.5,52.0,52.5,52.0,838300,BVH,2015-12-09,-1.952002799897052,62.128855599101314,47.621144400898686,47.27349501690759,-89.24640532059396,4.406300503899425,56.86666666666667,54.71833333333334,19.61000061035156,26.457061900286032
48553,48553,53.0,50.5,52.5,50.5,161970,BVH,2015-12-10,-1.9653132596368224,61.76937418404234,47.18062581595766,45.52084368073069,-108.6697551290534,12.037839938472333,56.55,54.81833333333334,19.34000015258789,24.868234524073117
48587,48587,53.5,49.5,50.5,51.0,217590,BVH,2015-12-11,-1.9134589103202655,61.20001154200222,46.94998845799778,46.20853445089211,-98.48227912497872,16.772844194694937,56.21666666666667,54.91333333333333,24.38999938964844,49.27200000537261
48621,48621,52.0,49.4,51.0,49.4,305650,BVH,2015-12-14,-1.9786618114503725,60.81055356512788,46.47944643487212,44.35509021437975,-107.83716871626268,17.24901346427379,55.89666666666666,54.946666666666665,22.729999542236328,54.026218857768
48655,48655,51.0,49.4,49.5,49.8,293900,BVH,2015-12-15,-1.975289021037192,60.46429039155649,46.10570960844352,44.9263901025484,-101.99596055601762,17.249013464273776,55.45666666666666,54.975,20.950000762939453,25.55589955372741
48689,48689,51.0,49.8,50.0,49.8,999170,BVH,2015-12-16,-1.9501361052315789,60.04173343162584,45.80826656837415,44.9263901025484,-91.96449797923768,17.249013464273776,55.016666666666666,54.98833333333334,17.860000610351562,16.60767890484384
48723,48723,53.0,50.5,50.5,53.0,954210,BVH,2015-12-17,-1.652934976264426,59.48450246401231,45.9154975359877,49.376091513600166,-52.05581241743721,2.870666837143674,54.61666666666667,55.07166666666667,18.940000534057617,20.58333129139131
48757,48757,55.5,50.0,53.0,50.0,2504980,BVH,2015-12-18,-1.6405644623868625,58.4432051050859,46.0567948949141,45.78822967236847,-53.55914718019238,11.612522281969635,54.21666666666667,55.12166666666667,20.700000762939453,95.51711610132617
48791,48791,52.5,51.0,52.0,51.5,496190,BVH,2015-12-21,-1.4925184533672748,57.49895258038659,46.3510474196134,47.751961825599054,-52.54745254745259,11.612522281969644,53.93333333333333,55.205000000000005,18.700000762939453,82.72698239288295
48825,48825,52.0,50.5,52.0,51.0,392860,BVH,2015-12-22,-1.3994052730428947,56.669590641154045,46.58040935884596,47.16285942642581,-58.53891236200088,8.133243223882827,53.7,55.28,16.600000381469727,14.605627153575282
48859,48859,51.5,50.5,50.5,51.0,674650,BVH,2015-12-23,-1.3105057126970934,55.69180058720312,46.95819941279689,47.16285942642581,-58.29117742609184,8.13324322388283,53.48333333333333,55.355,15.56999969482422,19.905170619006043
48893,48893,52.0,51.0,51.5,51.5,325930,BVH,2015-12-24,-1.186034482082043,54.29133546476736,47.75866453523263,47.851336165441325,-44.78367819418331,11.293055995287384,53.25,55.44166666666667,15.739999771118164,24.19487657406092
48927,48927,53.5,52.0,53.0,52.0,426420,BVH,2015-12-28,-0.8742768648470545,53.233970116145926,48.36602988385407,48.5609323616657,-16.472814291279494,22.66655308661152,52.833333333333336,55.61666666666667,16.90999984741211,230.60978442478444
48961,48961,54.5,51.5,51.5,54.0,690020,BVH,2015-12-29,-0.6100086042298614,53.68113948626836,48.11886051373164,51.26259879600892,8.431904180198309,27.944906728175496,52.73333333333333,55.66666666666666,16.079999923706055,42.45729824004239
48995,48995,56.0,53.5,54.0,54.0,615410,BVH,2015-12-30,-0.3960091566895443,54.17262217803766,47.97737782196234,51.26259879600892,43.81106478312261,35.052882691041525,52.63333333333333,55.71666666666667,17.290000915527344,30.172603084914268
49029,49029,54.5,53.0,53.5,53.0,265720,BVH,2015-12-31,-0.3036049267740424,54.39318061685708,48.05681938314292,49.86133764328224,21.01318343036857,30.46698528924154,52.48333333333333,55.7,18.209999084472656,49.990388282800346
49063,49063,54.0,52.0,53.0,53.0,316600,BVH,2016-01-04,-0.227748565139116,54.55361112977983,48.246388870220166,49.86133764328223,12.949319044429432,21.636623009321276,52.28333333333333,55.641666666666666,20.700000762939453,47.328926123147546
49097,49097,54.0,52.0,52.5,52.0,580200,BVH,2016-01-05,-0.2454935973038985,54.32377447091308,48.87622552908692,48.44421670547926,9.302519606207223,21.636623009321276,52.083333333333336,55.50833333333333,19.34000015258789,34.11656505019585
49131,49131,54.0,52.5,52.5,53.5,382260,BVH,2016-01-06,-0.136940632791358,54.560025294601374,48.88997470539863,50.62188636411497,42.00432198811462,21.636623009321266,51.96666666666667,55.4,20.59000015258789,43.83704981448356
49165,49165,53.5,51.5,53.0,52.0,660450,BVH,2016-01-07,-0.1699895565175282,54.560025294601374,48.88997470539863,48.50253807914945,8.652163040760422,12.348336002044697,51.8,55.30833333333333,24.989999771118164,36.7141163937053
49199,49199,52.5,50.5,51.0,52.0,475240,BVH,2016-01-08,-0.1939453850036514,54.57735201415006,49.022647985849936,48.50253807914945,-14.300306435138312,3.869738723513677,51.61666666666667,55.175,27.01000022888184,25.322669714072447
49233,49233,52.0,50.5,51.0,50.5,449450,BVH,2016-01-11,-0.3301621123360334,54.59139934368955,48.958600656310445,46.422647780528585,-43.95191585274237,3.869738723513664,51.46666666666667,55.06666666666667,24.299999237060547,65.08347123569648
49267,49267,51.5,50.5,51.0,51.5,409830,BVH,2016-01-12,-0.3533500085384915,54.471159057861,49.28884094213902,47.96162326805695,-30.129516019086925,3.869738723513668,51.38333333333333,55.016666666666666,22.46999931335449,48.25855469199831
49301,49301,52.0,51.0,52.0,51.0,161710,BVH,2016-01-13,-0.4073764228448198,54.37949951726048,49.50050048273952,47.259468977335246,-16.82999573924172,8.105280890197996,51.35,54.93333333333333,25.21999931335449,32.9678506409367
49335,49335,50.0,48.3,50.0,49.0,888160,BVH,2016-01-14,-0.6046065033088084,54.50768096207669,49.29231903792331,44.56006581450782,-145.13981358189096,13.81467461924294,51.3,54.8,23.950000762939453,42.9764425437996
49369,49369,49.4,47.0,49.0,47.3,672190,BVH,2016-01-15,-0.887853928136046,54.87965924714614,48.35034075285385,42.42906059323725,-196.78416821274,21.959063718968267,51.21,54.63,27.020000457763672,55.0798688927942
49403,49403,47.9,45.8,45.8,47.9,587970,BVH,2016-01-19,-1.3099020002166029,55.68208429573916,46.74791570426083,44.11601111876789,-195.7289659601801,26.345041197631296,51.07666666666667,54.196666666666665,26.049999237060547,51.42164546234175
49437,49437,48.7,47.0,47.5,47.1,542070,BVH,2016-01-20,-1.4172675294546693,55.85217287944234,46.18782712055765,43.15492771763388,-163.1849833484711,19.727138503208963,50.946666666666665,53.99833333333333,27.59000015258789,48.29121982152624
49471,49471,47.7,46.1,47.1,46.4,436990,BVH,2016-01-21,-1.5410750805163502,56.04553342477461,45.5344665752254,42.32039030067909,-175.82266281151047,24.483967703474857,50.76,53.813333333333325,26.690000534057617,44.44319331456155
49505,49505,47.5,46.0,47.1,46.9,597350,BVH,2016-01-22,-1.5806271495189108,56.08064069508114,45.03935930491887,43.13297962864035,-150.20661157024773,25.011760136707974,50.63999999999999,53.595,22.34000015258789,91.2823810882332
49539,49539,50.0,47.5,47.5,50.0,608840,BVH,2016-01-25,-1.3463089454665678,55.88342806881286,44.98657193118714,47.845522821870425,-57.62304921968797,5.337030547199669,50.60666666666666,53.41166666666666,24.149999618530277,67.13470720801415
49573,49573,49.9,48.5,49.0,49.0,550260,BVH,2016-01-26,-1.2271558346510003,55.71717509988076,44.85282490011925,46.5580120771962,-56.01497893587175,5.337030547199666,50.59333333333333,53.245,22.5,55.75523133348455
49607,49607,50.0,49.3,49.5,50.0,360250,BVH,2016-01-27,-1.0400454961527572,55.22812008517214,44.941879914827865,48.005419815696094,-33.208044329057635,4.584691840127373,50.6,53.02833333333333,23.11000061035156,35.73220863518635
49641,49641,50.0,49.4,50.0,49.6,302350,BVH,2016-01-28,-0.9135055386837224,54.66818972964028,45.06181027035973,47.473382964372455,-35.65547087434424,4.584691840127372,50.59333333333333,52.80499999999999,22.420000076293945,30.07243880383925
49675,49675,51.0,49.0,49.5,51.0,453880,BVH,2016-01-29,-0.6922733151546154,54.372670949506016,45.15732905049399,49.4998314649606,-10.705143123109092,3.3067420114613717,50.52666666666666,52.571666666666665,20.200000762939453,42.69186550752133
49709,49709,52.0,50.0,51.0,50.0,555480,BVH,2016-02-01,-0.5908261506784882,53.967506839678464,45.26249316032154,48.12785129595841,2.326314959388048,10.523782040267651,50.52666666666666,52.37166666666666,19.979999542236328,39.20561623966832
49743,49743,51.0,49.7,49.7,49.8,240570,BVH,2016-02-02,-0.5205661084173769,53.712499570000325,45.29750042999968,47.853434631926525,-13.747616020343418,7.940148683044413,50.47,52.20166666666667,21.979999542236328,37.81631331576106
49777,49777,49.8,49.2,49.5,49.3,177620,BVH,2016-02-03,-0.4994727293419387,53.05880266835145,45.53119733164856,47.15803733970424,-37.49115774581452,3.6244622660416903,50.41333333333333,52.05666666666666,21.649999618530277,32.65660162110837
49811,49811,51.0,49.7,50.0,49.7,181150,BVH,2016-02-04,-0.4453457488202659,52.73030020968944,45.62969979031056,47.78598038208292,-11.74152876280518,12.59049775681162,50.37,51.92666666666666,21.84000015258789,18.46743136301941
49845,49845,50.0,49.7,49.7,49.9,90510,BVH,2016-02-05,-0.3819089891657299,52.3905931437241,45.75940685627591,48.10495816894132,-19.45571735497692,12.590497756811622,50.31666666666667,51.78333333333333,23.3799991607666,12.698873497266634
49879,49879,50.0,49.3,50.0,49.6,212390,BVH,2016-02-16,-0.3303375934405039,51.98534906266208,45.87465093733792,47.673439986194616,-21.98222713550776,10.256328531468151,50.13666666666666,51.485,24.11000061035156,47.82243321674461
49913,49913,51.0,49.5,49.9,49.5,400440,BVH,2016-02-17,-0.3114950668651488,51.76666438204292,45.94333561795709,47.515281709633385,-3.954185983092337,17.995019056169355,49.986666666666665,51.36,22.309999465942383,13.111501699103217
49947,49947,50.0,49.6,49.9,49.7,197540,BVH,2016-02-18,-0.27722818630766,51.82573267103165,45.95426732896835,47.873073854548366,-7.773319959879092,17.995019056169355,49.84333333333333,51.23833333333333,21.63999938964844,25.48318270231939
49981,49981,51.5,49.7,49.7,50.0,1177350,BVH,2016-02-19,-0.2232899957135288,51.90057774514868,46.14942225485132,48.41871188230864,27.48917748917763,28.554809418113365,49.74333333333333,51.11333333333333,20.530000686645508,31.718523815567043
50015,50015,52.0,49.9,51.0,51.5,674870,BVH,2016-02-22,-0.0588279945846323,51.912783507307005,46.72721649269301,51.06799740245069,69.38775510204077,31.689156964267774,49.693333333333335,50.98833333333333,19.3799991607666,41.857306184686216
50049,50049,53.5,51.5,52.0,52.0,505410,BVH,2016-02-23,0.1105804449845635,52.28781702157613,46.762182978423866,51.91954158098053,132.2436849925703,40.11438418380034,49.693333333333335,50.88833333333333,20.979999542236328,18.184965852430427
50083,50083,53.0,51.0,51.5,53.0,619360,BVH,2016-02-24,0.3218197586643043,52.747618036629,46.892381963371015,53.59053228572461,137.01192424596698,34.21592644901803,49.67666666666666,50.821666666666665,20.71999931335449,35.63192972505091
50117,50117,54.0,51.5,53.5,51.5,449010,BVH,2016-02-25,0.3639950641550982,52.610536899434855,47.53946310056515,50.84834704023826,137.01192424596633,39.64771848010412,49.66,50.73,19.11000061035156,18.454211208339075
50151,50151,53.0,51.0,52.0,52.0,342560,BVH,2016-02-26,0.4327763426546767,52.52386704965317,48.13613295034683,51.70056902877475,117.9951270449006,33.74524008973713,49.66,50.63833333333333,19.809999465942383,22.137874831247263
50185,50185,52.5,51.5,52.5,52.0,258710,BVH,2016-02-29,0.4817328845827688,52.73979607210505,48.12020392789495,51.70056902877475,113.60544217687072,33.745240089737145,49.71,50.58833333333333,20.549999237060547,48.98498561563272
50219,50219,53.0,51.5,51.5,52.0,347610,BVH,2016-03-01,0.5145993161836202,52.88842849255471,48.27157150744529,51.70056902877475,117.41293532338304,36.797772861808994,49.72666666666667,50.55499999999999,17.700000762939453,48.55954520771227
50253,50253,55.5,52.0,52.5,55.5,1304180,BVH,2016-03-02,0.8136872689628163,54.02291480480488,47.68708519519512,57.42157046869246,204.5594577942084,49.28609294256499,49.876666666666665,50.61333333333333,17.09000015258789,37.49165143358783
50287,50287,57.5,55.0,55.0,55.0,548370,BVH,2016-03-03,0.9988566078187376,54.732521382652045,47.51747861734796,56.43371390058133,234.35930221938105,56.6168150157372,50.07666666666667,50.688333333333325,16.700000762939453,46.70984679998756
50321,50321,56.5,54.5,55.0,55.0,503820,BVH,2016-03-04,1.1325493193688985,55.3254604998053,47.3245395001947,56.43371390058133,188.2387706855795,50.79174750553446,50.333333333333336,50.77166666666666,16.860000610351562,27.182826407886328
50355,50355,57.0,55.0,55.5,55.0,704530,BVH,2016-03-07,1.22438777634558,55.84281097593278,47.30718902406723,56.43371390058132,179.33864349505168,52.67336731411066,50.64666666666667,50.86333333333333,17.350000381469727,62.48089930814641
50389,50389,55.0,54.0,55.0,54.5,569320,BVH,2016-03-08,1.2425018064401812,56.182594075299605,47.4374059247004,55.37900229867648,124.38567750994608,41.13554048623218,50.86666666666667,50.97166666666666,18.670000076293945,27.35024816812881
50423,50423,54.5,52.0,54.0,53.0,795400,BVH,2016-03-09,1.1228760259565718,56.23142103170492,47.75857896829509,52.34302565666483,71.55199497329525,21.50436506459781,51.06333333333334,51.005,18.34000015258789,27.130230015779578
50457,50457,54.0,52.5,53.0,53.5,544550,BVH,2016-03-10,1.05624185576621,56.327856883585525,48.04214311641448,53.2272215027526,71.35387338106328,21.504365064597803,51.3,51.03,18.049999237060547,41.25302304753772
50491,50491,55.0,53.0,53.5,53.5,435990,BVH,2016-03-11,0.9919986528447992,56.40129585269759,48.3287041473024,53.22722150275261,83.4162108403781,27.283221924817013,51.52,51.08,16.5,21.60716865646457
50525,50525,54.0,53.0,54.0,53.0,595360,BVH,2016-03-14,0.8904747912642748,56.35045652741847,48.729543472581526,52.19097301152232,60.36943744752286,27.283221924817024,51.620000000000005,51.11333333333333,16.920000076293945,48.696373567856845
50559,50559,54.0,52.0,53.0,53.0,926820,BVH,2016-03-15,0.800785443401864,56.262849116143705,49.157150883856296,52.19097301152232,44.23859406112023,17.406434185361867,51.75333333333334,51.17333333333333,16.84000015258789,13.067762255108418
50593,50593,54.5,52.5,53.0,53.5,554590,BVH,2016-03-16,0.7612762911632132,56.137448071249125,49.68255192875088,53.16670675948234,59.99117776797507,20.695525656040136,51.870000000000005,51.235,14.989999771118164,23.557957038019648
50627,50627,55.5,54.0,54.0,54.0,555230,BVH,2016-03-17,0.7615323537549941,56.00642873917189,50.24357126082811,54.13504187094663,93.62549800796818,26.917613623246076,52.016666666666666,51.30499999999999,14.4399995803833,17.615293972440124
50661,50661,54.5,53.0,54.0,53.5,1087460,BVH,2016-03-18,0.713168501326841,55.779388719227214,50.82061128077278,53.001385428132345,56.62488809310664,17.096806057651825,52.1,51.313333333333325,14.020000457763672,27.88793168731866
50695,50695,54.5,53.0,53.5,53.0,438280,BVH,2016-03-21,0.6272632778993525,55.71177690757336,51.03822309242664,51.87754245409927,46.66968735840541,17.09680605765182,52.2,51.36333333333333,13.789999961853027,37.15292499483434
50729,50729,53.5,52.0,53.0,53.5,414970,BVH,2016-03-22,0.5926963560926382,55.69546326247762,51.20453673752239,52.910461077428245,23.157894736841996,7.584166221758346,52.32333333333334,51.39666666666666,14.170000076293944,15.0612218746731
50763,50763,53.5,52.0,53.0,53.5,573570,BVH,2016-03-23,0.5588596355193758,55.71047946110703,51.239520538892975,52.910461077428245,19.24794126401444,7.584166221758353,52.46333333333334,51.438333333333325,14.9399995803833,29.78879373563329
50797,50797,54.0,52.5,53.5,52.5,1269140,BVH,2016-03-24,0.4462085338107542,55.61444716938787,51.43555283061213,50.586496923924855,15.824774680360305,11.683337358667409,52.556666666666665,51.46333333333333,14.739999771118164,29.477714240385417
50831,50831,53.5,52.5,52.5,53.0,352460,BVH,2016-03-28,0.3155958394263649,55.50843005193714,51.69156994806286,51.72114545267479,7.556051034311896,6.345501188832739,52.76,51.48833333333333,15.239999771118164,38.94527265639472
50865,50865,53.5,52.0,53.0,52.0,434180,BVH,2016-03-29,0.2030284257681813,55.50843005193714,51.69156994806286,49.375406665986176,-28.360049321825443,1.5427594155789248,52.84,51.48833333333333,13.81999969482422,24.6597967412068
50899,50899,52.5,51.5,51.5,51.5,482800,BVH,2016-03-30,0.0726348290186962,55.30843005193707,51.49156994806293,48.24367069427704,-78.012114135591,3.1335906242109983,52.906666666666666,51.446666666666665,13.5600004196167,25.192214206937745
50933,50933,52.0,50.0,51.5,50.0,411350,BVH,2016-03-31,-0.1500112633521979,55.44645035010658,50.85354964989342,45.03979711225883,-160.7249850209713,15.59860106416419,52.91666666666666,51.38,13.949999809265137,40.46517791185737
50967,50967,50.5,49.0,50.0,49.2,451340,BVH,2016-04-01,-0.3865572187612827,55.59565156291188,50.12434843708812,43.44786178642087,-227.46216275499052,22.688439240241788,52.89,51.31666666666667,13.100000381469728,22.9887789583955
51001,51001,50.0,49.2,49.2,49.3,308770,BVH,2016-04-04,-0.5595028280560186,55.54918719546398,49.60081280453603,43.705156510197945,-215.99557215995492,22.68843924024179,52.81666666666667,51.255,14.119999885559082,42.32909384109283
51035,51035,50.5,49.4,49.7,50.5,334900,BVH,2016-04-05,-0.592898928465786,55.34210030341135,49.40789969658865,46.714655036022776,-158.93108298171592,17.06982713076566,52.766666666666666,51.23,15.420000076293944,32.322359243767785
51069,51069,51.5,50.0,50.5,51.0,323380,BVH,2016-04-06,-0.5724212415678451,55.287867142943725,49.26213285705627,47.914849062851545,-110.07780209093096,6.62988608949416,52.7,51.188333333333325,14.09000015258789,23.25368771642201
51103,51103,52.0,50.5,51.5,51.5,295870,BVH,2016-04-07,-0.5099681109034506,55.14918719546389,49.200812804536106,49.10082980825242,-78.3309792843687,1.778745480465434,52.7,51.17999999999999,16.15999984741211,28.414253715075347
51137,51137,51.5,50.5,50.5,50.5,220790,BVH,2016-04-08,-0.5349980727942665,55.02034726920517,49.02965273079483,46.89174029166092,-99.08069458631198,1.7787454804654448,52.65,51.155,15.359999656677246,41.674948666757096
51171,51171,54.0,51.0,51.0,53.0,696240,BVH,2016-04-11,-0.3490813982324283,55.02034726920517,49.02965273079483,52.42711742932603,-6.719962924342421,19.2189566952954,52.68333333333333,51.196666666666665,16.260000228881836,48.41019282756952
51205,51205,53.5,52.5,53.5,53.0,287100,BVH,2016-04-12,-0.1994420503764971,55.02034726920517,49.02965273079483,52.42711742932603,9.368923457662836,19.21895669529541,52.71666666666667,51.22166666666666,14.850000381469728,46.795827733834585
51239,51239,54.0,52.0,52.5,52.5,206720,BVH,2016-04-13,-0.1198164410833726,54.89921829410115,49.05078170589885,51.28309153951416,3.277494537509611,19.21895669529541,52.61666666666667,51.24666666666666,13.84000015258789,25.175774953550903
51273,51273,53.0,52.0,52.0,52.5,187250,BVH,2016-04-14,-0.0560662749296909,54.67886762245608,49.12113237754392,51.283091539514174,-9.403581089784694,19.21895669529541,52.53333333333333,51.30499999999999,13.720000267028809,44.58410891134013
51307,51307,53.5,52.0,52.0,52.5,336620,BVH,2016-04-15,-0.0054806316476927,54.54228918443178,49.15771081556822,51.283091539514174,5.735354362965593,23.348663227720262,52.45,51.391666666666666,13.619999885559082,45.99235557370135
51341,51341,52.5,51.0,52.5,51.0,253910,BVH,2016-04-19,-0.0854436674621084,54.41082693912563,49.08917306087437,47.81764590617287,-59.10049191848213,11.195467066360894,52.31666666666667,51.48166666666667,13.239999771118164,48.789022636235046
51375,51375,51.5,50.5,51.0,51.5,303900,BVH,2016-04-20,-0.107233012701748,54.18107008781863,49.118929912181365,49.00589333133592,-72.89915966386607,5.632733259616813,52.21666666666667,51.54166666666666,13.279999732971191,67.61611765467973
51409,51409,54.5,51.0,51.0,53.0,512950,BVH,2016-04-21,-0.003424288741904,54.088096040604114,49.161903959395886,52.37172634755806,33.07475317348423,28.55621558658653,52.21666666666667,51.64,13.949999809265137,50.19618376766528
51443,51443,56.0,52.5,52.5,55.5,972560,BVH,2016-04-22,0.2773765552578808,54.77034726920512,48.77965273079488,57.23806102670399,142.38750770495156,36.76619774147367,52.28333333333333,51.79166666666666,13.220000267028809,59.76373321233987
51477,51477,57.0,55.5,56.5,56.0,551990,BVH,2016-04-25,0.5341022700126175,55.48419387071032,48.41580612928969,58.12330461336914,218.5283976319049,41.552663164612646,52.36666666666667,51.943333333333335,14.079999923706056,34.1778370685736
51511,51511,59.5,55.0,55.0,59.5,600730,BVH,2016-04-26,1.00835629416504,57.15498058667173,47.39501941332826,63.58258950060152,285.1871375856622,51.386560747922594,52.583333333333336,52.10166666666667,13.960000038146973,62.76376496551337
51545,51545,59.5,57.0,59.5,58.0,212530,BVH,2016-04-27,1.248773477826738,58.08131216733924,47.06868783266077,60.10846434816418,252.5441329179647,51.38656074792258,52.75,52.251666666666665,13.770000457763672,33.935963443056224
51579,51579,58.5,56.0,58.0,58.0,307390,BVH,2016-04-28,1.422903482372767,58.88559674727846,46.914403252721534,60.10846434816419,195.7302097109389,40.57573887199536,52.9,52.385,15.220000267028809,18.182860269930348
51613,51613,62.0,56.0,56.5,61.0,1029680,BVH,2016-04-29,1.7824309391268116,60.276110860047815,46.62388913995219,64.28515686768094,246.308891838088,53.105095825065504,53.13333333333333,52.575,15.699999809265137,32.5887792008263
51647,51647,61.5,59.0,60.0,61.5,249260,BVH,2016-05-04,2.08368543157939,61.47062375211392,46.65937624788608,64.91844677846615,230.71836280105725,53.10509582506548,53.4,52.75,16.049999237060547,60.42932778471532
51681,51681,62.0,59.5,61.0,59.5,190130,BVH,2016-05-05,2.136421168611136,62.00378469907714,47.14621530092286,60.48078223137496,184.2247758859268,54.665451616598126,53.61666666666667,52.90833333333333,15.90999984741211,29.877521862876296
51715,51715,60.0,59.0,59.5,59.5,256850,BVH,2016-05-06,2.153391661515087,62.50462143708391,47.545378562916085,60.48078223137496,140.50080030384373,49.35322864127247,53.81666666666667,53.07,14.720000267028809,30.4691995019793
