,date,close,open,high,low,volumn,change
2587,2011-11-30,380.69,381.88,382.62,378.78,26.23K,-0.58%
2586,2011-12-01,380.1,380.47,382.87,377.03,21.23K,-0.15%
2585,2011-12-02,383.88,380.92,383.88,380.36,25.13K,0.99%
2584,2011-12-05,391.19,385.82,391.71,385.82,34.96K,1.90%
2583,2011-12-06,390.2,393.92,396.29,390.2,37.93K,-0.25%
2582,2011-12-07,387.21,389.15,389.69,386.71,30.86K,-0.77%
2581,2011-12-08,381.63,387.02,388.35,381.63,41.70K,-1.44%
2580,2011-12-09,377.16,381.28,382.13,375.67,31.76K,-1.17%
2579,2011-12-12,375.3,376.97,378.82,373.89,37.72K,-0.49%
2578,2011-12-13,371.75,374.11,377.17,371.75,34.64K,-0.95%
2577,2011-12-14,367.55,371.75,374.42,366.64,58.15K,-1.13%
2576,2011-12-15,364.48,364.14,365.09,360.16,40.49K,-0.84%
2575,2011-12-16,366.03,364.37,369.65,363.8,65.30K,0.43%
2574,2011-12-19,367.4,365.71,367.95,364.73,37.32K,0.37%
2573,2011-12-20,365.67,365.5,369.09,363.22,46.46K,-0.47%
2572,2011-12-21,367.72,368.0,369.48,366.96,47.25K,0.56%
2571,2011-12-22,360.37,366.68,366.78,359.12,46.13K,-2.00%
2570,2011-12-23,356.21,352.48,356.97,352.21,29.08K,-1.15%
2569,2011-12-26,352.68,356.15,356.15,349.7,42.84K,-0.99%
2568,2011-12-27,347.8,348.42,348.83,346.48,57.46K,-1.38%
2567,2011-12-28,350.66,347.59,351.34,347.17,57.72K,0.82%
2566,2011-12-29,350.51,349.06,350.51,347.39,48.34K,-0.04%
2565,2011-12-30,351.55,351.83,352.46,348.3,56.18K,0.30%
2564,2012-01-03,350.0,351.37,354.02,349.31,20.64K,-0.44%
2563,2012-01-04,348.84,349.22,349.92,348.24,25.45K,-0.33%
2562,2012-01-05,340.94,346.42,347.13,340.94,20.63K,-2.26%
2561,2012-01-06,336.73,340.19,340.19,336.49,29.08K,-1.23%
2560,2012-01-09,339.32,334.93,339.32,332.28,171.19K,0.77%
2559,2012-01-10,344.68,336.84,345.25,336.84,36.56K,1.58%
2558,2012-01-11,347.43,347.98,349.45,346.71,29.08K,0.80%
2557,2012-01-12,348.11,347.78,349.44,347.22,24.42K,0.20%
2556,2012-01-13,354.33,349.31,354.33,349.31,22.04K,1.79%
2555,2012-01-16,357.87,356.77,360.29,355.97,29.38K,1.00%
2554,2012-01-17,358.86,357.52,363.5,357.1,23.73K,0.28%
2553,2012-01-18,362.66,360.81,363.3,360.47,18.12K,1.06%
2552,2012-01-19,373.43,363.15,373.43,363.04,23.02K,2.97%
2551,2012-01-20,373.0,378.07,378.07,373.0,29.58K,-0.12%
2550,2012-01-30,384.94,375.1,384.94,373.1,21.57K,3.20%
2549,2012-01-31,387.97,390.43,393.92,387.97,39.04K,0.79%
2548,2012-02-01,390.67,388.7,390.67,383.05,39.22K,0.70%
2547,2012-02-02,401.61,393.89,401.61,393.82,43.99K,2.80%
2546,2012-02-03,401.74,408.95,411.38,401.74,68.55K,0.03%
2545,2012-02-06,399.73,402.36,402.38,394.91,32.93K,-0.50%
2544,2012-02-07,401.08,400.43,402.5,396.02,37.02K,0.34%
2543,2012-02-08,409.53,403.74,409.74,401.51,44.60K,2.11%
2542,2012-02-09,411.39,412.98,414.6,409.18,51.51K,0.45%
2541,2012-02-10,405.02,410.11,410.11,403.49,49.90K,-1.55%
2540,2012-02-13,395.54,402.37,402.37,395.54,34.55K,-2.34%
2539,2012-02-14,400.26,391.08,400.26,391.08,36.46K,1.19%
2538,2012-02-15,397.41,398.61,400.66,394.38,45.76K,-0.71%
2537,2012-02-16,396.51,395.2,398.44,393.66,34.86K,-0.23%
2536,2012-02-17,403.3,397.98,403.3,397.98,40.79K,1.71%
2535,2012-02-20,413.98,409.83,414.5,408.98,48.96K,2.65%
2534,2012-02-21,410.91,421.81,422.19,410.32,59.09K,-0.74%
2533,2012-02-22,418.41,410.63,418.41,410.63,54.90K,1.83%
2532,2012-02-23,423.89,419.49,423.89,416.45,67.37K,1.31%
2531,2012-02-24,423.43,427.1,429.42,423.43,78.56K,-0.11%
2530,2012-02-27,428.41,426.03,430.75,425.66,65.37K,1.18%
2529,2012-02-28,422.22,429.26,431.11,421.65,121.72K,-1.44%
2528,2012-02-29,423.64,420.02,423.64,418.01,125.98K,0.34%
2527,2012-03-01,427.95,426.48,427.95,422.65,89.54K,1.02%
2526,2012-03-02,439.6,432.32,439.6,431.79,81.70K,2.72%
2525,2012-03-05,457.21,448.66,459.8,448.66,103.34K,4.01%
2524,2012-03-06,445.0,465.63,468.15,444.99,154.49K,-2.67%
2523,2012-03-07,444.02,442.74,444.25,433.69,101.25K,-0.22%
2522,2012-03-08,431.66,436.44,443.5,431.66,90.58K,-2.78%
2521,2012-03-09,432.11,429.2,435.27,424.43,78.99K,0.10%
2520,2012-03-12,428.02,429.83,432.61,423.43,74.78K,-0.95%
2519,2012-03-13,429.39,429.73,433.66,427.76,62.96K,0.32%
2518,2012-03-14,433.86,435.73,437.23,429.22,64.09K,1.04%
2517,2012-03-15,441.85,433.47,442.55,430.39,105.70K,1.84%
2516,2012-03-16,438.52,449.66,450.32,438.52,113.65K,-0.75%
2515,2012-03-19,438.07,435.82,440.92,433.6,58.56K,-0.10%
2514,2012-03-20,440.29,435.2,441.73,435.2,62.75K,0.51%
2513,2012-03-21,445.77,443.43,450.25,443.13,98.38K,1.24%
2512,2012-03-22,445.67,442.77,448.92,442.44,81.61K,-0.02%
2511,2012-03-23,454.1,448.93,455.16,448.85,88.12K,1.89%
2510,2012-03-26,459.26,458.21,459.26,451.46,93.97K,1.14%
2509,2012-03-27,445.92,457.55,457.55,445.92,120.88K,-2.90%
2508,2012-03-28,446.32,443.2,447.14,437.05,82.03K,0.09%
2507,2012-03-29,439.63,449.01,449.01,439.47,74.52K,-1.50%
2506,2012-03-30,441.03,442.57,443.74,437.62,67.12K,0.32%
2505,2012-04-03,445.77,440.95,446.14,440.23,59.85K,1.07%
2504,2012-04-04,439.77,446.02,447.02,439.27,50.71K,-1.35%
2503,2012-04-05,444.93,439.0,445.8,436.67,61.59K,1.17%
2502,2012-04-06,447.44,447.08,450.23,445.87,91.17K,0.56%
2501,2012-04-09,450.73,450.55,452.06,448.17,66.30K,0.74%
2500,2012-04-10,450.85,451.01,455.86,448.91,87.74K,0.03%
2499,2012-04-11,458.74,457.56,458.74,452.69,99.44K,1.75%
2498,2012-04-12,465.26,462.22,468.14,460.79,106.54K,1.42%
2497,2012-04-13,462.52,467.48,468.38,462.52,122.02K,-0.59%
2496,2012-04-16,468.26,465.06,470.73,461.76,89.70K,1.24%
2495,2012-04-17,472.84,471.54,474.92,467.58,118.09K,0.98%
2494,2012-04-18,472.16,475.1,478.87,471.36,143.50K,-0.14%
2493,2012-04-19,467.08,470.81,473.31,465.29,144.51K,-1.08%
2492,2012-04-20,465.72,467.08,470.5,462.91,106.58K,-0.29%
2491,2012-04-23,465.17,466.8,469.2,464.61,66.38K,-0.12%
2490,2012-04-24,465.65,465.67,466.23,460.6,88.34K,0.10%
2489,2012-04-25,472.87,471.39,473.22,468.89,88.09K,1.55%
2488,2012-04-26,470.21,472.82,475.44,470.21,96.33K,-0.56%
2487,2012-04-27,473.77,473.43,475.22,470.43,86.18K,0.76%
2486,2012-05-02,472.46,476.02,478.44,471.07,118.28K,-0.28%
2485,2012-05-03,468.8,470.54,473.07,465.0,103.90K,-0.77%
2484,2012-05-04,476.32,470.53,477.72,470.53,108.08K,1.60%
