,tic,date,open,high,low,close,volume,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
873,^VNINDEX,2004-10-26,234.12,234.12,233.56,233.56,1488230,0.571789691599264,235.649644896192,230.33135510380805,49.605984732127865,79.24622488456338,6.533792457356088,232.36,230.67216666666667,16.389999389648438,0.022751213676327205
874,^VNINDEX,2004-10-27,233.79,234.28,233.79,234.28,211780,0.6015633690392121,235.78618071512494,230.35581928487505,50.70830390161222,92.67711130646333,7.767205643726036,232.43699999999998,230.62416666666667,15.720000267028809,0.0034404185039262677
875,^VNINDEX,2004-10-28,234.57,234.57,232.97,232.97,992180,0.5135334767880124,235.77493336159318,230.34506663840682,48.7031509209532,55.976856867343784,0.5014020812802181,232.47133333333335,230.60616666666664,15.390000343322754,0.29519510793272347
876,^VNINDEX,2004-10-29,231.8,232.59,231.8,232.59,1787539,0.40839856432006627,235.77518806314194,230.34681193685807,48.13201688009816,-9.464345207980257,8.869795221375611,232.51600000000002,230.62416666666664,16.270000457763672,0.0721951449406681
877,^VNINDEX,2004-11-01,232.57,232.57,232.3,232.3,487280,0.2982398885766031,235.77419508485912,230.31780491514087,47.69049676852095,-9.097600661173326,8.869795221375613,232.5643333333333,230.68516666666667,16.270000457763672,0.058510682344583564
878,^VNINDEX,2004-11-02,232.45,232.67,232.45,232.67,2191500,0.2380501581385488,235.76237192955145,230.29562807044854,48.31624192744783,-0.18966591703465216,7.887290205241302,232.61599999999999,230.82733333333334,16.18000030517578,0.0021611229404878748
879,^VNINDEX,2004-11-03,232.4,232.4,231.68,231.68,326740,0.1092057806370974,235.74513927346942,230.15386072653058,46.76771148042712,-46.74269180034968,14.256465110459295,232.661,231.12633333333332,14.039999961853027,0.20470409265083775
880,^VNINDEX,2004-11-04,231.3,231.3,231.06,231.06,363280,-0.042443868751661284,235.74674391586464,229.92325608413543,45.816390177556364,-100.99598112877929,19.072864003519534,232.69033333333334,231.26966666666667,13.970000267028809,0.1174340047701921
881,^VNINDEX,2004-11-05,230.84,230.84,230.55,230.55,2534770,-0.20145776649215463,235.82053672246255,229.65046327753745,45.03682820892117,-135.19609715956648,22.881937532920414,232.6893333333333,231.32516666666666,13.84000015258789,0.09630448382515142
882,^VNINDEX,2004-11-08,229.92,230.11,229.92,230.11,499620,-0.35884520470486336,235.8869590587822,229.52004094121784,44.36314173632089,-168.35953705955646,27.39455427596097,232.66433333333333,231.41899999999998,13.800000190734863,0.08481929218380567
883,^VNINDEX,2004-11-09,229.47,229.47,228.96,228.96,2703269,-0.5698029388634609,236.1216975612936,229.09230243870647,42.638647027471734,-204.71228749446607,33.7127984422584,232.566,231.515,13.609999656677246,0.25880670348908297
884,^VNINDEX,2004-11-10,228.46,228.75,228.46,228.75,168280,-0.7453418708810489,236.3614042380233,228.57959576197678,42.3278261035959,-199.71882962832834,36.77597356920831,232.43533333333335,231.64416666666665,13.079999923706055,0.050521721819975655
885,^VNINDEX,2004-11-11,228.85,228.85,228.16,228.16,333940,-0.9214439757850528,236.62605486364487,227.94994513635515,41.44964592548494,-185.99264784003867,38.59590254923504,232.26766666666666,231.74366666666666,13.039999961853027,0.11466673514932235
886,^VNINDEX,2004-11-12,227.01,227.01,226.99,226.99,1042540,-1.1422482576809614,236.97349997870805,227.08550002129198,39.75751484476108,-214.87700208709632,45.17517467655197,232.08166666666665,231.8,13.329999923706055,0.26275032785873764
887,^VNINDEX,2004-11-15,226.89,226.89,226.65,226.65,2008370,-1.329348498395035,237.1141134783889,226.24988652161102,39.27551008844934,-195.30547218509224,46.94119112782636,231.88333333333333,231.79533333333336,13.380000114440918,0.0664145925074819
888,^VNINDEX,2004-11-16,226.72,226.72,226.07,226.07,4475060,-1.5070555417078708,236.83857282599598,225.56342717400406,38.45282675591302,-184.4795379927187,49.88492564181367,231.65200000000002,231.74383333333336,13.210000038146973,0.10828090337742818
889,^VNINDEX,2004-11-17,226.18,226.18,225.76,225.76,589170,-1.6538396292981759,236.35877728400843,225.0222227159916,38.012580997749104,-173.9100055897145,51.424689512530385,231.40166666666667,231.5515,13.210000038146973,0.058593829069132464
890,^VNINDEX,2004-11-18,225.48,225.65,225.48,225.65,383230,-1.758769160837062,236.08446448723706,224.4315355127629,37.85349675643569,-163.2023183734995,52.82416524799752,231.145,231.44816666666665,12.979999542236328,0.032833393810406446
891,^VNINDEX,2004-11-19,224.14,224.72,224.14,224.72,367000,-1.8951239885573727,236.03973425202017,223.66326574797992,36.51687974529509,-170.85068411659677,58.884125583215926,230.88433333333336,231.33116666666666,13.5,0.1880138962340117
892,^VNINDEX,2004-11-22,224.82,224.82,223.85,223.85,1087200,-2.049759548867513,235.84776457771116,222.88523542228884,35.310284102325966,-158.24288568497207,60.070710081887235,230.65433333333334,231.1835,12.970000267028809,0.1717354650237112
893,^VNINDEX,2004-11-23,223.63,223.63,222.62,222.62,323910,-2.24567334057636,235.64789111820144,221.9911088817985,33.68255461986854,-163.3006445470923,64.69077553077281,230.37866666666665,230.99533333333335,12.670000076293945,0.27496748303535395
894,^VNINDEX,2004-11-24,222.24,222.24,221.89,221.89,222840,-2.4318089512819085,235.18876090214422,221.21123909785575,32.75549806100388,-161.7730164815799,67.1054673256583,230.05900000000003,230.81883333333332,12.720000267028809,0.1352016537672305
895,^VNINDEX,2004-11-26,221.06,221.69,221.06,221.69,979070,-2.663858819162783,234.3877668955892,219.7582331044108,33.00763899600959,-137.48874887488768,62.941479095031696,229.36066666666667,230.471,12.779999732971191,0.040042451493126276
896,^VNINDEX,2004-11-29,222.12,224.47,222.12,224.47,1740860,-2.4659967888375434,233.6482066145055,219.7147933854945,39.75313225365899,-92.2766649338434,26.27659709531131,229.05633333333333,230.362,13.300000190734863,0.5439301761185512
897,^VNINDEX,2004-11-30,228.41,229.56,228.41,229.56,2002377,-1.8768342660603423,233.054984445892,219.99701555410803,49.40277753013311,5.28081138818452,12.332765165241813,228.852,230.34099999999998,13.239999771118164,2.106868253740172
898,^VNINDEX,2004-12-01,233.51,233.51,232.08,232.08,494810,-1.1928256312228598,233.14355106080754,219.94844893919245,53.2386971182622,70.09756960005946,30.069686586739824,228.72233333333332,230.376,12.970000267028809,0.4184371083004943
899,^VNINDEX,2004-12-02,230.67,230.67,227.69,227.69,161640,-0.9935274058519212,232.65395852204162,220.10104147795832,46.839281999200786,2.0912276456834227,4.864002714047556,228.50199999999998,230.33416666666665,12.979999542236328,2.1704226859737363
900,^VNINDEX,2004-12-03,228.15,229.04,228.15,229.04,470600,-0.7183675152524245,232.40094417091692,220.20305582908307,48.79721989176903,6.351991419988171,4.864002714047552,228.375,230.29933333333335,12.960000038146973,0.09375665834964081
901,^VNINDEX,2004-12-06,229.59,229.59,228.93,228.93,1067610,-0.5033748087684273,232.2082011921744,220.27779880782558,48.646198262078535,18.08717011150965,7.432082117539599,228.221,230.25783333333337,13.1899995803833,0.026326160560140182
902,^VNINDEX,2004-12-07,229.59,229.81,229.59,229.81,309180,-0.25899733435772987,232.3435958446627,220.22740415533733,49.9286660858625,34.31917628200521,8.488324925499361,228.096,230.228,13.670000076293945,0.023431696890808755
903,^VNINDEX,2004-12-08,229.55,229.66,229.55,229.66,512230,-0.07654777652189182,232.48001926283357,220.1819807371664,49.70976524310151,36.53088107867091,8.248261937200294,227.942,230.1895,13.1899995803833,0.02777150105529217
904,^VNINDEX,2004-12-09,230.11,230.11,229.59,229.59,2002483,0.06168532749785527,232.6731194607084,220.13188053929161,49.60477450529014,43.97914172122289,10.626563279466627,227.82933333333332,230.15033333333335,12.880000114440918,0.017897671765009702
905,^VNINDEX,2004-12-10,230.11,230.11,230.11,230.11,510830,0.210766131758362,233.04227497255263,220.07472502744739,50.409661497394296,54.92481382091896,10.626563279466627,227.74666666666664,230.13133333333334,12.760000228881836,0.003610652479783211
906,^VNINDEX,2004-12-13,231.02,231.02,230.71,230.71,3000567,0.37302868630141006,233.50631094893,220.01668905107002,51.33737150807704,74.04093652098722,15.677284912599953,227.69366666666667,230.129,12.539999961853027,0.007808805264132304
907,^VNINDEX,2004-12-14,230.71,230.72,230.71,230.72,180550,0.4967041499884317,233.95554368845595,220.03245631154405,51.35306222127289,74.5748704223648,15.677284912599967,227.62866666666667,230.12233333333333,12.729999542236328,0.01163332958309331
908,^VNINDEX,2004-12-15,231.53,232.06,231.53,232.06,262790,0.6948350215382106,234.59787804520428,220.02012195479566,53.4343899622278,103.37653236094366,22.999297332237408,227.64133333333334,230.15116666666668,12.350000381469727,0.10392904184924295
909,^VNINDEX,2004-12-16,232.18,232.57,232.18,232.57,461770,0.8828311742163351,235.26231365546343,220.04768634453663,54.205797887367595,114.55647275695547,25.62673136969073,227.69166666666666,230.191,12.270000457763672,0.0030748802515806906
910,^VNINDEX,2004-12-17,233.56,233.93,233.56,233.93,324610,1.128550881594208,236.08132826829515,220.14967173170479,56.207108109390575,140.90763671455076,32.21958985910383,227.80433333333335,230.24683333333334,11.949999809265137,0.10506814090437504
911,^VNINDEX,2004-12-20,234.12,234.32,234.12,234.32,1790550,1.3393164542509624,236.79831859899917,220.4796814010009,56.76759093468275,142.48170174987152,34.0126986813411,227.94466666666668,230.30450000000002,11.829999923706055,0.00015445315517187582
912,^VNINDEX,2004-12-21,234.01,234.01,233.59,233.59,1190530,1.4309496926088343,237.11474515764775,221.26025484235225,55.39478522460003,122.02514974119084,29.0531074915328,228.099,230.3325,11.550000190734863,0.11744772824374425
913,^VNINDEX,2004-12-22,234.41,235.45,234.41,235.45,429890,1.6348110651956915,237.47805880627055,222.2529411937295,58.06761625786189,139.4264049914498,35.93876693485325,228.32233333333335,230.37883333333332,11.449999809265137,0.22659210303682928
914,^VNINDEX,2004-12-23,237.15,237.15,236.9,236.9,394800,1.89157070394387,237.74886386402295,223.53913613597706,60.00055525370596,160.89186262045092,42.92880086880429,228.61366666666666,230.4406666666667,11.229999542236328,0.11407073269936806
915,^VNINDEX,2004-12-27,240.49,240.49,239.89,239.89,448780,2.632525590901963,239.47075327389783,225.21424672610223,63.280422413140286,178.12138825615145,53.613712756837884,229.4966666666667,230.69,12.140000343322754,0.6661287043274984
916,^VNINDEX,2004-12-28,240.5,240.5,239.49,239.49,4131657,2.8016693854166874,240.5135811474939,225.1644188525061,62.49611313606058,157.1037381392097,49.795522238971955,229.944,230.79799999999997,12.0,0.06043950979553416
917,^VNINDEX,2004-12-29,237.65,237.65,237.56,237.56,245520,2.7483014821399934,241.0599480404676,225.1660519595324,58.85509673800196,111.69091563415762,32.77388657125957,230.33733333333333,230.8695,11.619999885559082,0.5154173132571265
918,^VNINDEX,2004-12-30,237.03,237.51,237.03,237.51,930480,2.6711807433090655,241.35111464115235,225.85688535884762,58.76334546640447,100.17310710412663,28.487936856076175,230.73266666666666,230.93883333333332,12.5600004196167,0.018043628185689813
919,^VNINDEX,2004-12-31,237.59,239.29,237.59,239.29,375200,2.722312007834006,241.94804021283588,226.28495978716413,61.00227556633935,111.64059093251541,35.914716551704586,231.2183333333333,231.05133333333333,13.289999961853027,0.1918493297935912
920,^VNINDEX,2005-01-04,238.39,238.39,237.23,237.23,1468410,2.567018132372567,242.08037868982464,226.98262131017535,57.27901744873248,88.94863496805239,32.930085102573884,231.66433333333333,231.15933333333334,13.979999542236328,0.5649004314653898
921,^VNINDEX,2005-01-05,236.93,236.93,236.72,236.72,2106089,2.3754116130523926,242.1432307611093,227.61076923889073,56.39743552189425,71.87147110152937,28.651783382743552,232.13433333333336,231.2565,14.09000015258789,0.07094937563464723
922,^VNINDEX,2005-01-06,236.06,236.06,235.53,235.53,408930,2.1032935524675906,242.011206257783,228.32979374221702,54.37728073644015,50.95091724684776,19.091528379075584,232.589,231.324,13.579999923706055,0.229537409564689
923,^VNINDEX,2005-01-07,235.17,235.38,235.17,235.38,367840,1.8541606724940891,241.77628138435307,229.1437186156469,54.12447522182094,39.64673728030435,16.29679333300823,233.05733333333333,231.38349999999997,13.489999771118164,0.023549274409496473
924,^VNINDEX,2005-01-10,234.57,234.57,233.97,233.97,73520,1.5253624255349223,241.49938115688585,229.8066188431142,51.78342392267403,13.629083436584027,7.322638570939212,233.46666666666667,231.41366666666667,13.229999542236328,0.3044702720789203
925,^VNINDEX,2005-01-11,235.01,235.01,234.72,234.72,300450,1.310202973637729,241.24333556042603,230.46366443957396,52.904315870772066,20.944216229089196,10.043421352679854,233.80833333333334,231.43233333333333,13.1899995803833,0.01710550577439146
926,^VNINDEX,2005-01-12,234.65,234.83,234.65,234.83,161040,1.1354745942466025,240.9113283613466,231.20667163865335,53.069844855242515,16.681944541315346,9.496744761779672,233.98399999999998,231.418,12.5600004196167,0.005351670867695134
927,^VNINDEX,2005-01-13,235.34,235.34,234.47,234.47,221450,0.9569213101738399,240.72359263712247,231.63540736287757,52.44577029191669,14.98404826345361,12.867912363657243,234.06366666666665,231.39300000000003,12.84000015258789,0.04946959051376282
928,^VNINDEX,2005-01-14,234.6,235.85,234.6,235.85,1121540,0.9162095199723694,240.5643468843429,232.1226531156571,54.56453850863537,26.65822663098305,16.204485228267195,234.3356666666667,231.4188333333333,12.430000305175781,0.10715448138560944
929,^VNINDEX,2005-01-18,236.32,236.32,235.33,235.33,1401086,0.8028107718639887,240.48280546195534,232.51919453804462,53.537114984570735,24.017427279550905,10.92497975230018,234.78333333333333,231.50216666666668,12.470000267028809,0.07476381354153162
930,^VNINDEX,2005-01-19,234.15,234.61,234.15,234.61,221010,0.666801641427611,240.40072145551233,232.70327854448766,52.23568763550613,-14.28291536050213,0.8170167943032325,234.9433333333333,231.51966666666667,13.180000305175781,0.11195706844738418
931,^VNINDEX,2005-01-20,234.75,234.75,234.59,234.59,206100,0.5510474606990385,240.42813470578906,232.58986529421085,52.19922485569763,-14.803849000740268,1.950175729284551,235.10766666666666,231.52483333333333,13.829999923706055,0.011969466122875787
932,^VNINDEX,2005-01-21,235.75,236.07,235.75,236.07,523770,0.5721397981829455,240.38677960620242,232.54822039379764,54.62395851610213,22.083096186682155,12.074751954640856,235.32366666666667,231.5765,14.359999656677246,0.13494776335077435
933,^VNINDEX,2005-01-24,235.98,235.98,234.7,234.7,1215460,0.47285727287052737,239.75409649792365,232.62690350207637,52.09352485986653,-13.233992631775921,3.0285422021816846,235.47666666666666,231.61166666666668,14.649999618530273,0.283416795929382
934,^VNINDEX,2005-01-25,234.47,234.58,234.47,234.58,1604708,0.3801104821229728,239.0978751696399,232.75212483036012,51.87577378414489,-41.963675849869944,1.1174259506697917,235.60566666666668,231.64966666666666,14.0600004196167,0.018735463325666134
935,^VNINDEX,2005-01-26,234.72,234.91,234.72,234.91,103530,0.3294386605159332,238.41401320627486,232.97798679372514,52.441312544480034,-37.922842268527674,3.8527955254715196,235.74533333333332,231.68699999999998,13.4399995803833,7.215510429009661e-05
936,^VNINDEX,2005-01-27,234.28,234.28,233.76,233.76,425360,0.1942463369147731,238.2065917480218,232.8054082519782,50.30993903225984,-81.91945490268253,4.373346364615396,235.80200000000002,231.7216666666667,13.239999771118164,0.21030965108872762
937,^VNINDEX,2005-01-28,234.04,234.18,234.04,234.18,1042810,0.11961706529666571,237.92815927501366,232.75084072498643,51.06140993830524,-77.77015130263524,4.373346364615389,235.85566666666668,231.77366666666666,13.239999771118164,0.0017393896977600303
938,^VNINDEX,2005-01-31,233.21,233.32,233.21,233.32,133000,-0.008820307797918758,237.01559549488704,233.06640450511296,49.47646661791002,-114.05900947327406,11.313510185708129,235.83533333333335,231.81983333333335,12.819999694824219,0.13187053206480012
939,^VNINDEX,2005-02-01,232.93,232.93,232.41,232.41,148570,-0.18193995557510334,236.8255837365288,232.7744162634712,47.85063763765051,-138.8819541797074,17.483800145869957,235.77166666666665,231.85816666666668,12.029999732971191,0.1420940975764573
940,^VNINDEX,2005-02-02,232.91,232.91,232.85,232.85,141920,-0.28040190234560214,236.598930676336,232.614069323664,48.69393249716812,-123.5731539809595,17.483800145869946,235.747,231.92300000000003,11.65999984741211,0.00417030351883279
941,^VNINDEX,2005-02-03,233.31,233.36,233.31,233.36,526180,-0.31366522927581286,236.51487199186838,232.4811280081316,49.669819854380655,-98.19395403294868,12.454862344414957,235.67733333333334,231.99983333333333,11.789999961853027,0.01060097423742785
942,^VNINDEX,2005-02-04,233.68,236.02,233.68,236.02,122570,-0.12395797568234457,236.62460459778376,232.4353954022162,54.354340595482334,-17.55556817751481,11.486142097597456,235.648,232.13083333333333,11.210000038146973,0.7158806574724395
943,^VNINDEX,2005-02-14,235.78,235.78,235.28,235.28,94030,-0.03294564907000108,236.69828487024492,232.49271512975506,52.93637968753086,-2.7022273388654137,11.486142097597448,235.4826666666667,232.26899999999998,11.520000457763672,0.08835118842282554
944,^VNINDEX,2005-02-15,235.33,235.36,235.33,235.36,101860,0.04511752020252402,236.75756424415212,232.49743575584787,53.07328858427942,0.27723870252577193,11.48614209759745,235.33166666666665,232.41416666666666,11.270000457763672,7.313712497646679e-05
945,^VNINDEX,2005-02-16,234.28,234.49,234.28,234.49,1732440,0.03636225373284674,236.7391860291107,232.4818139708893,51.39142967109498,-46.73424993725278,1.1073761274351093,235.165,232.55450000000002,11.100000381469727,0.12500396612823603
946,^VNINDEX,2005-02-17,234.64,234.64,234.02,234.02,526980,-0.008404547674814467,236.73239391511044,232.4436060848896,50.497131923615726,-54.91047686580351,1.3241746563145531,235.047,232.69216666666665,11.770000457763672,0.05232091760174071
947,^VNINDEX,2005-02-18,234.41,234.41,233.62,233.62,141500,-0.07529130606914691,236.576036540338,232.37696345966197,49.73515761924923,-73.96200517827417,5.078363050775071,234.91733333333335,232.825,11.180000305175781,0.03753146043342355
948,^VNINDEX,2005-02-22,233.92,233.92,233.03,233.03,1694600,-0.24302197595108055,236.27684894183727,232.1521510581627,48.60941237027821,-106.41736766704278,7.360001273953171,234.572,233.11816666666667,13.140000343322754,0.06576253165151864
949,^VNINDEX,2005-02-23,233.18,234.15,233.18,234.15,1186840,-0.21131078358433797,236.24552070404226,232.13747929595783,50.85602684707769,-60.245296221424354,4.747875715495058,234.48633333333333,233.31033333333332,12.390000343322754,0.14997092292593708
950,^VNINDEX,2005-02-24,234.09,234.38,234.09,234.38,132820,-0.16571015385443388,236.22858034351776,232.1334196564822,51.30823001588759,-16.859403530129587,2.0926007319890854,234.44799999999998,233.51850000000002,11.569999694824219,0.0022187807207807515
951,^VNINDEX,2005-02-25,234.88,235.14,234.88,235.14,655255,-0.0674679493212409,236.03867242695642,232.23032757304352,52.79306487380535,54.86271490889981,6.297459835950496,234.44,233.74866666666668,11.489999771118164,0.06088173989029201
952,^VNINDEX,2005-02-28,235.21,235.21,235.1,235.1,207010,0.007080421174180174,236.09179572777222,232.2172042722278,52.7055566934103,58.70752427184317,7.049550962200126,234.47766666666666,233.97216666666665,12.079999923706055,0.0030821795116951814
953,^VNINDEX,2005-03-01,235.96,235.96,235.81,235.81,165270,0.12204475223271061,236.28386337734653,232.14813662265342,54.10251136742869,116.22862233929285,14.874898961004401,234.514,234.16116666666667,12.039999961853027,0.051678616526297974
954,^VNINDEX,2005-03-02,236.74,236.74,236.41,236.41,3180360,0.2585889460565909,236.56352606956338,232.0184739304366,55.25783939229714,156.9311168175882,22.160252343545057,234.56666666666666,234.27533333333335,12.5,0.03628116288691758
955,^VNINDEX,2005-03-03,236.77,237.62,236.77,237.62,2253550,0.4591453492398614,237.18238470200305,231.78561529799697,57.490192544258974,195.3495188315177,29.44284179996054,234.67166666666668,234.36766666666668,12.930000305175781,0.17716686798638082
956,^VNINDEX,2005-03-04,237.92,237.92,237.78,237.78,2412770,0.6238075414860873,237.7319765318537,231.59602346814629,57.778356034587006,206.12892178030685,31.769151125452204,234.736,234.53583333333333,11.9399995803833,0.0009134443609359596
957,^VNINDEX,2005-03-07,237.92,238.11,237.92,238.11,622940,0.7720322500381371,238.2636583609307,231.54334163906927,58.380313543255525,202.1149380535877,33.25890911817498,234.804,234.68699999999998,12.260000228881836,0.010705796345580602
958,^VNINDEX,2005-03-08,238.13,238.13,237.55,237.55,1005540,0.8346922667095669,238.50387034490132,231.8171296550987,56.95484155062584,166.7834072690479,27.465433340937935,234.87800000000001,234.83066666666667,12.399999618530273,0.050392463385701
959,^VNINDEX,2005-03-09,236.86,237.19,236.86,237.19,979850,0.8455547610622887,238.6521160883872,232.10288391161274,56.044791549639655,116.37285472268073,17.2994373668671,234.964,234.95366666666666,12.699999809265137,0.018299468132793904
960,^VNINDEX,2005-03-10,236.89,236.89,236.81,236.81,1990740,0.8141159203293569,238.7395025185441,232.36049748145592,55.08370586226711,94.87383328916788,16.579220540733154,235.038,235.0728333333333,12.489999771118164,0.017607516298906428
961,^VNINDEX,2005-03-11,237.12,237.12,237.01,237.01,355700,0.7961610916032384,238.84986338049657,232.3491366195035,55.4991994551643,101.03227133989483,19.024030021000414,235.06933333333333,235.1965,12.800000190734863,0.01112596178551432
962,^VNINDEX,2005-03-14,237.16,237.16,236.67,236.67,327950,0.7458983501044258,238.94989782320724,232.38810217679278,54.61079426884163,83.22232655646094,13.755865217730173,235.13500000000002,235.3058333333333,12.390000343322754,0.015231221978299176
963,^VNINDEX,2005-03-15,237.52,237.96,237.52,237.96,526720,0.800924426136902,239.23091154345744,232.36708845654263,57.29396128170767,119.24330635037998,22.395338687484276,235.24766666666667,235.42666666666668,13.149999618530273,0.3390204646930986
964,^VNINDEX,2005-03-16,238.12,238.47,238.12,238.47,1568980,0.8755924409642262,239.56906264591709,232.4269373540829,58.30208353294235,129.95027376010486,27.354522155204258,235.36633333333333,235.55583333333334,13.489999771118164,0.07479687908279475
965,^VNINDEX,2005-03-17,238.18,238.18,237.87,237.87,1671810,0.876251513082849,239.72752506575827,232.6534749342417,56.67387090457459,104.0543762300347,23.228173622041286,235.5033333333333,235.65266666666668,13.289999961853027,0.04452198833580785
966,^VNINDEX,2005-03-18,238.0,238.39,238.0,238.39,314070,0.9082635893800273,239.8784173421049,232.9795826578951,57.732179320560284,106.58736180359834,25.398582702330213,235.6436666666667,235.74966666666666,13.140000343322754,0.07671939480910304
967,^VNINDEX,2005-03-21,238.11,241.86,238.11,241.86,527170,1.1998028105316223,240.74037167869233,232.9906283213076,63.8310286685044,182.31634690362503,50.24448705847549,235.9283333333333,235.88183333333333,13.609999656677246,2.4842091578288854
968,^VNINDEX,2005-03-22,241.97,241.97,241.54,241.54,2417628,1.389016698208394,241.26031334377512,233.32168665622487,62.9643137262274,202.2479717164266,50.799754117854114,236.23266666666666,236.00216666666665,14.270000457763672,0.010378595233707962
969,^VNINDEX,2005-03-23,242.84,244.24,242.84,244.24,717190,1.7368165623630318,242.56758318187752,233.02341681812248,66.88858663541292,249.24103035878582,60.519236071165174,236.61233333333334,236.17966666666663,14.0600004196167,1.4711522246814843
970,^VNINDEX,2005-03-24,247.23,250.64,247.23,250.64,1799070,2.500057862628239,245.83807165507162,231.37892834492837,73.7174169055082,366.52037864325956,75.25305334279507,237.18833333333333,236.43283333333335,13.420000076293945,8.041794909915302
971,^VNINDEX,2005-03-28,246.54,246.54,244.84,244.84,818550,2.8819567044315306,248.12913125089864,231.39086874910134,61.56072313704603,168.99391693994627,46.77786586099356,237.92066666666668,236.70166666666665,13.75,5.995925492317207
972,^VNINDEX,2005-03-29,243.96,244.22,243.96,244.22,458146,2.7908056489074795,248.5590929606369,231.80190703936316,60.44427422091192,124.23737053034561,40.32879425796676,238.216,236.77383333333333,14.489999771118164,0.0603665988424437
973,^VNINDEX,2005-03-30,245.2,245.2,245.17,245.17,1071590,2.763370427070612,249.08260942870476,232.15439057129532,61.54960217567358,128.1855523774696,43.29476513986898,238.57200000000003,236.8685,13.640000343322754,0.1924022481933779
974,^VNINDEX,2005-03-31,245.09,246.51,245.09,246.51,592320,2.8172787811634237,249.7936190773462,232.33238092265373,63.05596827985929,127.43746228153235,47.055169501642574,238.98833333333332,237.01766666666668,14.020000457763672,0.3684172741187
975,^VNINDEX,2005-04-01,247.05,247.05,245.55,245.55,454710,2.7508277334450497,250.2581847218186,232.64481527818137,61.27680621422776,114.13576855307804,48.55835441140369,239.386,237.15166666666667,14.09000015258789,0.15232355085907934
976,^VNINDEX,2005-04-04,247.0,247.0,245.68,245.68,264910,2.677786852942745,250.68257500451523,232.9774249954848,61.42926155422854,104.36918076945604,48.558354411403684,239.80433333333335,237.25816666666665,14.109999656677246,0.005896183466518026
977,^VNINDEX,2005-04-05,246.08,246.08,245.56,245.56,0,2.580472352800541,250.99207754360907,233.46892245639089,61.19918188816218,89.73015409990782,47.49499274547354,240.222,237.397,13.680000305175781,0.00091235539695879
978,^VNINDEX,2005-04-06,247.42,247.42,244.98,244.98,551050,2.428553899950657,251.12701011241182,234.11298988758824,60.07416080636522,83.68034687043883,51.62799162534883,240.583,237.53466666666665,13.149999618530273,0.05218585283104446
979,^VNINDEX,2005-04-07,244.93,245.21,244.93,245.21,509340,2.3002012215076206,251.15986258634345,234.9201374136566,60.37299438792851,67.17668462016017,51.153409459101326,240.94400000000002,237.696,12.329999923706055,0.015008373717467377
980,^VNINDEX,2005-04-08,246.42,246.42,245.88,245.88,1571280,2.2268741803170826,251.17421422321797,235.792785776782,61.247072186833556,76.52539178200203,54.812159036483855,241.30200000000002,237.871,12.619999885559082,0.09469096247955273
981,^VNINDEX,2005-04-11,245.81,246.13,245.81,246.13,491180,2.163989755676994,251.0209291310353,236.8920708689647,61.57423939547935,70.91855830059997,54.09836514585571,241.66966666666667,238.07366666666667,11.979999542236328,0.015175199811912954
982,^VNINDEX,2005-04-12,248.79,248.79,248.08,248.08,398755,2.2456160354526844,251.15859116142838,237.76640883857164,64.02491029799329,100.96475790803669,61.33916132385856,242.0786666666667,238.29633333333334,11.300000190734863,0.7930821260278939
983,^VNINDEX,2005-04-13,245.82,246.25,245.82,246.25,361060,2.137994277038189,250.9599489374234,238.74305106257668,60.29188349601055,60.96982663549336,41.121054769096034,242.4066666666667,238.48666666666668,13.3100004196167,0.6107945419054357
984,^VNINDEX,2005-04-14,246.02,246.02,245.95,245.95,1332775,2.0053790044680113,250.4148246192088,240.0961753807913,59.70155843702247,55.2276401368474,41.121054769096034,242.6843333333333,238.67799999999997,14.529999732971191,0.008132511538601115
985,^VNINDEX,2005-04-15,246.4,246.83,246.4,246.83,893240,1.9488242581013537,249.73552064792764,241.61947935207237,60.8643180744574,63.74246061053693,43.9953334484821,242.986,238.861,17.739999771118164,0.1941462179719849
986,^VNINDEX,2005-04-18,246.75,246.75,245.44,245.44,298140,1.7714229695451706,249.50018393684738,242.21281606315264,58.12393009855562,46.8974792330545,35.60836076713777,243.23033333333333,239.01716666666667,16.559999465942383,0.34025871074519665
987,^VNINDEX,2005-04-19,245.37,245.37,244.87,244.87,523440,1.5667761141858705,249.09578786498827,242.95021213501172,57.034571691259565,29.059449866903392,30.773930437614077,243.4743333333333,239.17616666666666,14.960000038146973,0.04274504401987156
988,^VNINDEX,2005-04-20,247.45,247.45,246.77,246.77,4726917,1.540152211962038,249.11982675857277,243.1791732414272,59.64276188106916,64.17522863271994,39.225415243655846,243.79366666666667,239.37883333333332,16.920000076293945,0.8601564107963516
989,^VNINDEX,2005-04-21,245.82,245.82,245.58,245.58,201980,1.4068126622201476,247.9884925027685,243.8045074972315,57.38571526970945,34.046569702195086,29.552519095708213,244.08599999999998,239.562,14.40999984741211,0.2613765703405524
990,^VNINDEX,2005-04-22,246.06,246.06,245.63,245.63,299800,1.2903009048756928,247.47625855100193,244.0367414489981,57.45569471859668,33.41725480484723,30.59213912790358,244.37333333333333,239.72133333333335,15.380000114440918,0.004059976750431251
991,^VNINDEX,2005-04-25,246.37,246.37,245.69,245.69,292690,1.189098805476192,247.46455064390986,244.1334493560901,57.54224666266275,33.79401741764511,31.978166018932885,244.67399999999998,239.9045,14.619999885559082,0.004260923285704122
