,Unnamed: 0,high,low,open,close,volume,tic,date,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
98192,98192,24.4,22.6,23.05,24.0,2375600,AGR,2021-12-29,0.0338406604678702,26.186157275068265,22.32384272493174,55.439538054529855,-78.2432762409737,0.189752283785559,24.9,21.66166666666667,16.950000762939453,51.93078910185296
98222,98222,79.8,79.1,79.5,79.5,440000,VCB,2021-12-29,-5.218945485167453,111.75167136495902,73.50832863504097,34.33454719923597,-156.91944462494882,47.96633386188723,95.35,96.13666666666668,16.950000762939453,51.93078910185296
98223,98223,98.0,95.2,98.0,95.5,2321900,VIC,2021-12-29,-0.5727863460167413,109.24028024097822,93.83971975902176,45.972791686735455,-73.72254290473798,11.356117655945468,100.42,96.955,16.950000762939453,51.93078910185296
98225,98225,85.6,85.1,85.5,85.2,965400,VNM,2021-12-29,-0.6007495197976596,87.27508363671805,84.69491636328195,43.18841222673124,-114.73341045325344,17.216546474103296,86.40666666666668,88.04166666666667,16.950000762939453,51.93078910185296
98226,98226,25.65,24.5,24.8,25.65,3580400,AGR,2021-12-30,0.1758878566779671,25.73585799242416,22.629142007575837,59.318440324741125,22.56956613163239,13.786808659184771,24.896666666666665,21.81,17.329999923706055,36.48702469783096
98256,98256,79.9,77.7,79.8,78.4,1009300,VCB,2021-12-30,-5.457500180873254,111.46822716356752,71.72177283643246,33.58986843924038,-141.36792726009156,50.60803762512221,94.73,95.85,17.329999923706055,36.48702469783096
98257,98257,96.4,95.0,95.8,95.0,1904400,VIC,2021-12-30,-0.83267883757037,108.67517846623367,93.18482153376632,45.36717262431678,-86.61645422943228,12.448568604935945,100.43666666666668,97.06166666666668,17.329999923706055,36.48702469783096
98259,98259,85.6,85.1,85.3,85.3,1040500,VNM,2021-12-30,-0.5928803859880531,87.0180500406359,84.74194995936412,43.548462095642805,-109.64615731349976,17.21654647410331,86.31666666666666,87.975,17.329999923706055,36.48702469783096
